"SITECODE","BIOGEFRAPHICREG","PERCENTAGE"
"PLB320001","Continental",100
"PLB320002","Continental",100
"PLB320003","Continental",100
"PLB320005","Continental",100
"PLB320006","Continental",100
"PLB320007","Continental",100
"PLB320008","Continental",100
"PLB320009","Continental",100
"PLB320010","Continental",100
"PLB320011","Continental",100
"PLB320012","Continental",100
"PLB320014","Continental",100
"PLB320015","Continental",100
"PLB320016","Continental",100
"PLB320017","Continental",100
"PLB320018","Continental",100
"PLB320019","Continental",100
"PLB990002","Continental",100
"PLB990003","Continental",100
"PLC080001","Continental",100
"PLC120001","Alpine",100
"PLC120002","Alpine",100
"PLC140001","Continental",100
"PLC180001","Alpine",100
"PLC200004","Continental",100
"PLC990001","Continental",100
"PLH020001","Continental",100
"PLH020002","Continental",100
"PLH020003","Continental",100
"PLH020004","Continental",100
"PLH020005","Continental",100
"PLH020006","Continental",100
"PLH020007","Continental",100
"PLH020008","Continental",100
"PLH020009","Continental",100
"PLH020010","Continental",100
"PLH020011","Continental",100
"PLH020012","Continental",100
"PLH020013","Continental",100
"PLH020014","Continental",100
"PLH020015","Continental",100
"PLH020016","Continental",100
"PLH020017","Continental",100
"PLH020018","Continental",100
"PLH020019","Continental",100
"PLH020020","Continental",100
"PLH020021","Continental",100
"PLH020033","Continental",100
"PLH020034","Continental",100
"PLH020102","Continental",100
"PLH020103","Continental",100
"PLH020104","Continental",100
"PLH020105","Continental",100
"PLH020106","Continental",100
"PLH020107","Continental",100
"PLH040001","Continental",100
"PLH040003","Continental",100
"PLH040007","Continental",100
"PLH040011","Continental",100
"PLH040012","Continental",100
"PLH040013","Continental",100
"PLH040014","Continental",100
"PLH040017","Continental",100
"PLH040018","Continental",100
"PLH040019","Continental",100
"PLH040020","Continental",100
"PLH040022","Continental",100
"PLH040023","Continental",100
"PLH040025","Continental",100
"PLH040026","Continental",100
"PLH040027","Continental",100
"PLH040028","Continental",100
"PLH040029","Continental",100
"PLH040030","Continental",100
"PLH040031","Continental",100
"PLH040033","Continental",100
"PLH040034","Continental",100
"PLH040035","Continental",100
"PLH040036","Continental",100
"PLH040037","Continental",100
"PLH040038","Continental",100
"PLH040039","Continental",100
"PLH040040","Continental",100
"PLH040041","Continental",100
"PLH040043","Continental",100
"PLH040044","Continental",100
"PLH060001","Continental",100
"PLH060002","Continental",100
"PLH060003","Continental",100
"PLH060004","Continental",100
"PLH060005","Continental",100
"PLH060006","Continental",100
"PLH060007","Continental",100
"PLH060008","Continental",100
"PLH060009","Continental",100
"PLH060010","Continental",100
"PLH060011","Continental",100
"PLH060012","Continental",100
"PLH060013","Continental",100
"PLH060014","Continental",100
"PLH060015","Continental",100
"PLH060016","Continental",100
"PLH060017","Continental",100
"PLH060018","Continental",100
"PLH060019","Continental",100
"PLH060020","Continental",100
"PLH060021","Continental",100
"LU0001042","Continental",100
"LU0001043","Continental",100
"LU0001044","Continental",100
"LU0001045","Continental",100
"LU0001051","Continental",100
"LU0001054","Continental",100
"LU0001055","Continental",100
"LU0001066","Continental",100
"LU0001067","Continental",100
"LU0001070","Continental",100
"LU0001072","Continental",100
"LU0001073","Continental",100
"LU0001074","Continental",100
"LU0001075","Continental",100
"LU0001076","Continental",100
"LU0001077","Continental",100
"LU0002001","Continental",100
"LU0002002","Continental",100
"LU0002003","Continental",100
"LU0002004","Continental",100
"LU0002005","Continental",100
"LU0002006","Continental",100
"LU0002007","Continental",100
"LU0002008","Continental",100
"LU0002009","Continental",100
"LU0002010","Continental",100
"LU0002011","Continental",100
"LU0002012","Continental",100
"LU0002013","Continental",100
"LU0002014","Continental",100
"LU0002015","Continental",100
"LU0002016","Continental",100
"LU0002017","Continental",100
"LU0002018","Continental",100
"PLH080028","Continental",99.92
"PLH080029","Continental",100
"PLH080030","Continental",100
"PLH080031","Continental",100
"PLH080032","Continental",100
"PLH080033","Continental",100
"PLH080034","Continental",100
"PLH080035","Continental",100
"PLH080036","Continental",100
"PLH080037","Continental",100
"PLH080038","Continental",100
"PLH080039","Continental",100
"PLH080040","Continental",100
"PLH080041","Continental",100
"PLH080042","Continental",100
"PLH080043","Continental",100
"PLH080044","Continental",100
"PLH080046","Continental",100
"PLH080047","Continental",100
"PLH080048","Continental",100
"PLH080049","Continental",100
"PLH080051","Continental",100
"PLH080052","Continental",100
"PLH080053","Continental",100
"HR2000072","Continental",
"HR2000078","Alpine",
"HR2000080","Mediterranean",
"HR2000083","Mediterranean",
"HR2000084","Mediterranean",
"HR2000089","Mediterranean",
"HR2000091","Mediterranean",
"HR2000092","Mediterranean",
"HR2000093","Alpine",
"HR2000094","Continental",
"HR2000095","Alpine",
"HR2000096","Mediterranean",
"HR2000098","Alpine",
"HR2000100","Mediterranean",
"HR2000104","Mediterranean",
"HR2000106","Alpine",
"HR2000108","Continental",
"HR2000110","Alpine",
"HR2000111","Mediterranean",
"HR2000118","Alpine",
"HR2000119","Alpine",
"HR2000120","Mediterranean",
"DE5214306","Continental",100
"DE5214307","Continental",100
"DE5214308","Continental",100
"DE5214309","Continental",100
"DE5214401","Continental",100
"DE5303301","Continental",100
"DE5303302","Continental",100
"DE5303303","Continental",100
"DE5304301","Continental",100
"DE5304302","Continental",100
"DE5304303","Continental",100
"DE5304401","Continental",100
"DE5304402","Continental",100
"DE5305301","Continental",100
"DE5305302","Continental",100
"DE5305303","Continental",100
"DE5305305","Atlantic",100
"DE5306301","Continental",100
"DE5307301","Continental",100
"DE5308303","Continental",100
"DE5308401","Continental",100
"DE5309301","Continental",100
"DE5309302","Continental",100
"DE5309303","Continental",100
"DE5309304","Continental",100
"DE5310301","Continental",100
"DE5403301","Continental",100
"DE5403302","Continental",100
"DE5403303","Continental",100
"DE5403304","Continental",100
"DE5403305","Continental",100
"DE5403306","Continental",100
"DE5404301","Continental",100
"DE5404302","Continental",100
"DE5404303","Continental",100
"DE5404304","Continental",100
"HUKN20013","Pannonian",100
"HUKN20014","Pannonian",100
"HUKN20015","Pannonian",100
"HUKN20016","Pannonian",100
"HUKN20017","Pannonian",100
"HUKN20018","Pannonian",100
"HUKN20019","Pannonian",100
"HUKN20020","Pannonian",100
"HUKN20021","Pannonian",100
"HUKN20022","Pannonian",100
"HUKN20023","Pannonian",100
"HUKN20024","Pannonian",100
"HUKN20025","Pannonian",100
"HUKN20026","Pannonian",100
"HUKN20027","Pannonian",100
"HUKN20028","Pannonian",100
"HUKN20029","Pannonian",100
"HUKN20030","Pannonian",100
"HUKN20031","Pannonian",100
"HUKN20032","Pannonian",100
"HUKN20033","Pannonian",100
"HUKN20034","Pannonian",100
"HUKN20035","Pannonian",100
"HUKN20036","Pannonian",100
"HUKN22037","Pannonian",100
"HUKN30001","Pannonian",100
"HUKN30002","Pannonian",100
"HUKN30003","Pannonian",100
"HUON10001","Pannonian",100
"HUON20001","Pannonian",100
"HUON20002","Pannonian",100
"HUON20003","Pannonian",100
"HUON20005","Pannonian",100
"HUON20006","Pannonian",100
"HUON20007","Pannonian",100
"HUON20008","Pannonian",100
"PLB220009","Continental",100
"PLB220010","Continental",100
"PLB240001","Continental",100
"PLB240002","Alpine",100
"PLB240003","Continental",100
"PLB260001","Continental",100
"PLB280001","Continental",100
"PLB280002","Continental",100
"PLB280003","Continental",100
"PLB280004","Continental",100
"PLB280005","Continental",100
"PLB280006","Continental",100
"PLB280007","Continental",100
"PLB280008","Continental",100
"PLB280010","Continental",100
"PLB280011","Continental",100
"PLB280012","Continental",100
"PLB280013","Continental",100
"PLB280014","Continental",100
"PLB280015","Continental",100
"PLB300001","Continental",100
"PLB300002","Continental",100
"PLB300003","Continental",100
"PLB300004","Continental",100
"PLH020035","Continental",100
"PLH020036","Continental",100
"PLH020037","Continental",100
"PLH020038","Continental",100
"PLH020039","Continental",100
"PLH020040","Continental",100
"PLH020041","Continental",100
"PLH020042","Continental",100
"PLH020043","Continental",100
"PLH020044","Continental",100
"PLH020045","Continental",100
"PLH020047","Continental",100
"PLH020049","Continental",100
"PLH020050","Continental",100
"PLH020051","Continental",100
"PLH020052","Continental",100
"PLH020053","Continental",100
"PLH020054","Continental",100
"PLH020055","Continental",100
"PLH020057","Continental",100
"PLH020060","Continental",100
"PLH020061","Continental",100
"PLH020062","Continental",100
"PLH020063","Continental",100
"PLH020065","Continental",100
"PLH020066","Continental",100
"PLH020068","Continental",100
"PLH020069","Continental",100
"PLH020070","Continental",100
"PLH020071","Continental",100
"PLH020072","Continental",100
"PLH020073","Continental",100
"PLH020074","Continental",100
"PLH020075","Continental",100
"PLH020076","Continental",100
"PLH020077","Continental",100
"PLH020078","Continental",100
"PLH020079","Continental",100
"PLH020081","Continental",100
"PLH020082","Continental",100
"PLH020083","Continental",100
"PLH020084","Continental",100
"PLH020086","Continental",100
"PLH020087","Continental",100
"PLH020088","Continental",100
"PLH020089","Continental",100
"PLH020090","Continental",100
"PLH020091","Continental",100
"PLH020092","Continental",100
"PLH020093","Continental",100
"PLH020094","Continental",100
"PLH020095","Continental",100
"PLH020096","Continental",100
"PLH020097","Continental",100
"PLH020098","Continental",100
"PLH020099","Continental",100
"PLH020100","Continental",100
"PLH020101","Continental",100
"PLH060022","Continental",100
"PLH060023","Continental",100
"PLH060024","Continental",100
"PLH060025","Continental",100
"PLH060026","Continental",100
"PLH060027","Continental",100
"PLH060028","Continental",100
"PLH060029","Continental",100
"PLH060030","Continental",100
"PLH060031","Continental",100
"PLH060032","Continental",100
"PLH060033","Continental",100
"PLH060034","Continental",100
"PLH060035","Continental",100
"PLH060039","Continental",100
"PLH060040","Continental",100
"PLH060042","Continental",100
"PLH060043","Continental",100
"PLH060044","Continental",100
"PLH060045","Continental",100
"PLH060048","Continental",100
"PLH060051","Continental",100
"PLH060053","Continental",100
"PLH060054","Continental",100
"PLH060055","Continental",100
"PLH060056","Continental",100
"LU0001002","Continental",100
"LU0001003","Continental",100
"LU0001004","Continental",100
"LU0001005","Continental",100
"LU0001006","Continental",100
"LU0001007","Continental",100
"LU0001008","Continental",100
"LU0001010","Continental",100
"LU0001011","Continental",100
"LU0001013","Continental",100
"LU0001014","Continental",100
"LU0001015","Continental",100
"LU0001016","Continental",100
"LU0001017","Continental",100
"LU0001018","Continental",100
"LU0001020","Continental",100
"LU0001021","Continental",100
"LU0001022","Continental",100
"LU0001024","Continental",100
"LU0001025","Continental",100
"LU0001026","Continental",100
"LU0001027","Continental",100
"LU0001028","Continental",100
"LU0001029","Continental",100
"LU0001030","Continental",100
"LU0001031","Continental",100
"LU0001032","Continental",100
"LU0001033","Continental",100
"LU0001034","Continental",100
"LU0001035","Continental",100
"LU0001037","Continental",100
"LU0001038","Continental",100
"PLH080054","Continental",100
"PLH080055","Continental",100
"PLH080056","Continental",100
"PLH080057","Continental",100
"PLH080058","Continental",100
"PLH080059","Continental",100
"PLH080060","Continental",100
"PLH080062","Continental",100
"PLH080063","Continental",100
"PLH080064","Continental",100
"PLH080065","Continental",100
"PLH080067","Continental",100
"PLH080068","Continental",100
"PLH080069","Continental",100
"PLH080070","Continental",100
"PLH080071","Continental",100
"PLH080073","Continental",100
"PLH100001","Continental",100
"PLH100002","Continental",100
"PLH100003","Continental",100
"PLH100004","Continental",100
"PLH100005","Continental",100
"PLH100006","Continental",100
"PLH100007","Continental",100
"PLH100008","Continental",100
"PLH100015","Continental",100
"PLH100016","Continental",100
"PLH100017","Continental",100
"PLH100018","Continental",100
"PLH100019","Continental",100
"PLH100020","Continental",100
"PLH100021","Continental",100
"PLH100022","Continental",100
"PLH100023","Continental",100
"PLH100024","Continental",100
"PLH100025","Continental",100
"PLH100026","Continental",100
"PLH100027","Continental",100
"PLH100028","Continental",100
"PLH100029","Continental",100
"PLH100030","Continental",100
"PLH100031","Continental",100
"PLH100032","Continental",100
"PLH100033","Continental",100
"PLH100034","Continental",100
"PLH100035","Continental",100
"PLH100036","Continental",100
"PLH100037","Continental",100
"PLH120001","Alpine",100
"PLH120002","Alpine",100
"PLH120004","Continental",100
"PLH120005","Continental",100
"PLH120006","Continental",100
"PLH120007","Continental",100
"PLH120008","Continental",100
"PLH120010","Continental",100
"PLH120011","Continental",100
"PLH120012","Alpine",100
"MT0000029","Mediterranean",100
"MT0000030","Mediterranean",100
"MT0000031","Mediterranean",100
"MT0000032","Mediterranean",100
"MT0000033","Mediterranean",100
"MT0000034","Mediterranean",100
"MT0000101","Mediterranean",0
"MT0000102","Mediterranean",0
"MT0000103","Mediterranean",0
"MT0000104","Mediterranean",0
"MT0000105","Mediterranean",0
"MT0000106","Marine Mediterranean",100
"MT0000107","Marine Mediterranean",100
"MT0000108","Marine Mediterranean",100
"MT0000109","Marine Mediterranean",100
"MT0000110","Marine Mediterranean",100
"MT0000111","Marine Mediterranean",100
"MT0000112","Marine Mediterranean",100
"MT0000113","Marine Mediterranean",100
"MT0000114","Marine Mediterranean",100
"PLH160013","Continental",100
"PLH160014","Continental",100
"PLH160016","Continental",100
"PLH160017","Continental",100
"PLH160018","Continental",100
"PLH160019","Continental",100
"PLH160020","Continental",100
"PLH180001","Continental",2.38
"PLH180001","Alpine",97.62
"PLH180006","Continental",100
"PLH180007","Continental",100
"PLH180008","Continental",100
"PLH180011","Continental",66.98
"PLH180011","Alpine",33.02
"PLH180012","Continental",92.6
"PLH180012","Alpine",7.4
"PLH180013","Continental",25.87
"PLH180013","Alpine",74.13
"PLH180014","Alpine",99.8
"PLH180014","Continental",0.2
"PLH180015","Continental",9.41
"PLH180015","Alpine",90.59
"PLH180016","Alpine",88.36
"PLH180016","Continental",11.64
"PLH180017","Continental",100
"PLH180018","Continental",5.5
"PLH180018","Alpine",94.5
"PLH180019","Continental",100
"PLH180020","Continental",100
"PLH180021","Alpine",33.91
"PLH180021","Continental",66.09
"PLH180022","Continental",100
"PLH180023","Continental",100
"PLH180024","Continental",100
