"SITECODE","NAME","EMAIL","ADDRESS_UNSTRUCTURED","ADMINUNIT","THOROUGHFARE","DESIGNATOR","POSTCODE","POSTNAME","ADDRESS","LOCATORNAME"
"FI0401001","","","Kaakkois-Suomen ympäristökeskus PL 1023, 45101  Kouvola","","","","","","",""
"FI0401002","","","Kaakkois-Suomen ympäristökeskus PL 102345101  KOUVOLA","","","","","","",""
"FI0401003","","","Kaakkois-Suomen ympäristökeskus PL 102345101  KOUVOLA","","","","","","",""
"FI0401004","","","Kaakkois-Suomen ympäristökeskus PL 102345101  KOUVOLA","","","","","","",""
"FI0401005","","","Metsähallitus Etelä-Suomen luontopalvelutPL 9401301 VANTAA","","","","","","",""
"FI0401006","","","Metsähallitus Etelä-Suomen luontopalvelutPL 9401301 VANTAA","","","","","","",""
"FI0401008","","","Kaakkois-Suomen ympäristökeskus PL102345101 Kouvola","","","","","","",""
"FI0401009","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0401010","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0401011","","","Kaakois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0401012","","","Kaakkois-Suomen ympäristökeskus PL 1023, 45101 Kouvola","","","","","","",""
"FI0403001","","","Kaakkois-Suomen ympäristökeskus PL102345101 KOUVOLA","","","","","","",""
"FI0403002","","","Kaakois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0403003","","","Kaakkois-Suomen ympäristökeskus PL 1023, 45101 Kouvola","","","","","","",""
"FI0404001","","","Metsähallitus Etelä-Suomen luontopalvelutPL 9401301  VANTAA","","","","","","",""
"FI0404002","","","Kaakkois-Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0404004","","","Kaakkois-Suomen ympäristökeskus Pl 102345101 Kouvola","","","","","","",""
"FI0404006","","","Kaakkois-Suomen ympäristökeskus PL 102345101  KOUVOLA","","","","","","",""
"FI0404007","","","Kaakkois-Suomen ympäristökeskus  PL 102345101 Kouvola","","","","","","",""
"FI0404008","","","Kaakois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0404009","","","Metsähallitus Etelä-Suomen luontopalvelutPL 9401301 Vantaa","","","","","","",""
"FI0404011","","","Kaakkois-Suomen  ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0404012","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0406001","","","Kaakkois-Suomen ympäristökeskus PL 1023, 45101 Kouvola","","","","","","",""
"FI0406002","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0406003","","","Kaakkois-Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0406004","","","Kaakkois-Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0406007","","","Metsähallitus, Itä-Suomen Luontopalvelut Akselinkatu 857130 SAVONLINNA","","","","","","",""
"FI0406008","","","Metsähallitus, Itä-Suomen luontopalvelut Akselinkatu 857130 SAVONLINNA","","","","","","",""
"FI0406009","","","Kaakkois-Suomen ympäristökeskus PL 1023, 45101 Kouvola","","","","","","",""
"FI0407001","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0407004","","","Kaakkois-Somen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0407006","","","Kaakkois-Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0407008","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0407009","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0407011","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0407012","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0407013","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0408001","","","Metsähallitus  Etelä-Suomen luontopalvelutPL 9401301 VANTAA","","","","","","",""
"FI0408003","","","Kaakkois-Suomen ympäristökeskus PL 102345101  KOUVOLA","","","","","","",""
"FI0408004","","","Kaakkois-Suomen ympäristökeskus PL 102345101  KOUVOLA","","","","","","",""
"FI0408005","","","Kaakkois-Suomen ympäristökeskus PL1023Kouvola 45101","","","","","","",""
"FI0408009","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0408010","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0408011","","","Kaakkois-Suomen ympäristökeskus PL 1023, 45101 Kouvola","","","","","","",""
"FI0409001","","","Kaakkois-Suomen ympäristökeskus PL1023, 45101 Kouvola","","","","","","",""
"FI0409003","","","Kaakkois- Suomen ympäristökeskus PL 1023, 45101 Kouvola","","","","","","",""
"FI0410001","","","Kaakkois-Suomen ympäristökeskus PL 1023, 45101 Kouvola","","","","","","",""
"FI0410002","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0411002","","","Kaakkois-Suomen ympäristökeskus PL 102345101  KOUVOLA","","","","","","",""
"FI0411003","","","Kaakkois-Suomen ympäristökeskus PL 102345101  KOUVOLA","","","","","","",""
"FI0411005","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0411006","","","Kaakois-Suomen ympäristökeskus PL102345101 Kouvola","","","","","","",""
"FI0411008","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0411009","","","Kaakkois-Suomen ympäristökeskus Pl 102345101 Kouvola","","","","","","",""
"FI0411012","","","Metsähallitus, Itä-Suomen Luontopalvelut Akselinkatu 857130 SAVONLINNA","","","","","","",""
"FI0412001","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0413003","","","Kaakkois-Suomen ympäristökeskus PL1023450101 Kouvola","","","","","","",""
"FI0413004","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0413005","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0414002","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0414004","","","Kaakkois-Suomen ympäristökeskus PL 102345101  KOUVOLA","","","","","","",""
"FI0414005","","","Kaakois-Suomen ympäristökeskus PL102345101 Kouvola","","","","","","",""
"FI0414006","","","Metsähallitus Etelä-Suomen luontopalvelutPL 9401301  VANTAA","","","","","","",""
"FI0414008","","","Kaakkois-Suomen ympäristökeskus PL 102345101  KOUVOLA","","","","","","",""
"FI0414009","","","Kaakkoi-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0414010","","","Metsähallitus, Etelä-Suomen luontopalvelut PL 9401301 VANTAA","","","","","","",""
"FI0414012","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0414013","","","Kaakkois-Suomen ympäristökeskus PL 1023, 45101 Kouvola","","","","","","",""
"FI0415001","","","Metsähallitus Itä-Suomen luontopalvelutAkselinkatu 857130  SAVONLINNA","","","","","","",""
"FI0415002","","","Kaakkois-Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0415004","","","Metsähallitus, Itä-Suomen luontopalvelut Akselinkatu 857130 SAVONLINNA","","","","","","",""
"FI0415006","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0415007","","","Metsähallitus, Itä-Suomen Luontopalvelut Akselinkatu 8, 57130 Savonlinna","","","","","","",""
"FI0416001","","","Metsähallitus Etelä-Suomen luontopalvelutPL 9401301  VANTAA","","","","","","",""
"FI0416003","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0416005","","","Kaakkois-Suomen ympäristökeskus PL 102345101  KOUVOLA","","","","","","",""
"FI0416006","","","Kaakkois-Suomen ympäristökeskus PL 102345101  KOUVOLA","","","","","","",""
"FI0416007","","","Kaakkois-Suomen ympäristökeskus PL 102345101  KOUVOLA","","","","","","",""
"FI0416010","","","Kaakkois-Suomen ympäristökeskus PL 102345101  KOUVOLA","","","","","","",""
"FI0417002","","","Kaakkois-Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0417004","","","Kaakkois-Suomen ympäristökeskus PL 1023 45101 Kouvola","","","","","","",""
"FI0417006","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0417008","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0417009","","","Kaakkois-Suomen ympäristökeskus PL 1023, 45101 Kouvola","","","","","","",""
"FI0418001","","","Kaakkois-Suomen ympäristökeskus Pl 102345101 Kouvola","","","","","","",""
"FI0418006","","","Kaakkois-Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0418007","","","Kaakkois-Suomen ympäristökeskus PL 1023, 45101 Kouvola","","","","","","",""
"FI0419001","","","Kaakkois- Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0419003","","","Kaakkois-Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0419004","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0419005","","","Kaakkois-Suomen ympäristökeskus PL 1023, 45101 Kouvola","","","","","","",""
"FI0420001","","","Kaakkois-Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0420002","","","Kaakkois-Suomen ympäristökeskus PL 102345101  KOUVOLA","","","","","","",""
"FI0420004","","","Kaakkois-Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0420005","","","Kaakkois-Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0422001","","","Kaakkois-Suomen ympäristökeskus Pl 102345101 Kouvola","","","","","","",""
"FI0422003","","","Kaakkois-Suomen ympäristökeskus  PL 102345101 kouvola","","","","","","",""
"FI0422004","","","Kaakkois- Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0422005","","","Kaakkois-Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0423001","","","Kaakkois-Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0423003","","","Kaakkois-Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0423006","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0424001","","","Metsähallitus  Itä-Suomen luontopalvelutAkselinkatu 857130 SAVONLINNA","","","","","","",""
"FI0424002","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0424003","","","Kaakkois-Suomen ympäristökeskus PL102345101 Kouvola","","","","","","",""
"FI0424005","","","Kaakkois-Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0424006","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0424008","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0424010","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0424011","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0424012","","","Kaakkois-Suomen ympäristökeskus PL 1023, 45101 Kouvola","","","","","","",""
"FI0424013","","","Kaakkois-Suomen ympäristökeskus PL 1023, 45101 Kouvola","","","","","","",""
"FI0425001","","","Kaakkois-Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0425002","","","Kaakkois-Suomen ympäristökeskus PL 102345101  KOUVOLA","","","","","","",""
"FI0425003","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0425005","","","Kaakkois-Suomen ympäristökeskus PL 1023, 45101 Kouvola","","","","","","",""
"FI0425006","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0425007","","","Kaakkois-Suomen ympäristökeskus PL 1023, 45101 Kouvola","","","","","","",""
"FI0425009","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0426001","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0426003","","","Kaakkois-Suomen ympäristökeskus PL 102345101 KOUVOLA","","","","","","",""
"FI0426004","","","Kaakkois-Suomen ympäristökeskus PL 1023, 45101 Kouvola","","","","","","",""
"FI0426005","","","Kaakkois-Suomen ympäristökeskus PL 1023, 45101 Kouvola","","","","","","",""
"FI0427001","","","Metsähallitus  Itä-Suomen luontopalvelutAkselinkatu 857130 SAVONLINNA","","","","","","",""
"FI0427002","","","Kaakkois- Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0427003","","","Kaakkois-Suomen ympäristökeskus PL 102345101  KOUVOLA","","","","","","",""
"FI0427004","","","Kaakkois-Suomen ympäristökeskus PL 102345101 Kouvola","","","","","","",""
"FI0500001","","","Metsähallitus Itä-Suomen puistoaluePL 2857131  SAVONLINNA","","","","","","",""
"FI0500002","","","Metsähallitus Itä-Suomen luontopalvelutAkselinkatu 857130  SAVONLINNA","","","","","","",""
"FI0500003","","","Metsähallitus/Itä-Suomen puistoalue PL 2857131  SAVONLINNA","","","","","","",""
"FI0500004","","","Metsähallitus Itä-Suomen puistoaluePL 2857131  SAVONLINNAEtelä-Savon ympäristökeskusJääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500005","","","Metsähallitus/Itä-Suomen puistoalue PL 2857131  SAVONLINNA","","","","","","",""
"FI0500006","","","Metsähallitus Itä-Suomen puistoaluePL 2857131  SAVONLINNAEtelä-Savon ympäristökeskusJääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500007","","","Metsähallitus/ Itä-Suomen puistoalue PL 2857131  SAVONLINNA","","","","","","",""
"FI0500008","","","Metsähallitus/Itä-Suomen puistoalue PL 2857131  SAVONLINNA","","","","","","",""
"FI0500009","","","Metsähallitus Itä-Suomen puistoaluePL 2857131  SAVONLINNA","","","","","","",""
"FI0500010","","","Metsähallitus Itä-Suomen puistoaluePL 2857131  SAVONLINNA","","","","","","",""
"FI0500011","","","Metsähallitus Itä-Suomen puistoaluePL 2857131  SAVONLINNA","","","","","","",""
"FI0500012","","","Metsähallitus Itä-Suomen puistoaluePL 2857131  SAVONLINNA","","","","","","",""
"FI0500013","","","Metsähallitus Itä-Suomen puistoalueEtelä-Savon ympäristökeskusJääkärinkatu 1450100  MIKKELIPL 2857131  SAVONLINNA","","","","","","",""
"FI0500014","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500015","","","Metsähallitus Itä-Suomen puistoaluePL 2857131  SAVONLINNA","","","","","","",""
"FI0500016","","","Metsähallitus Itä-Suomen puistoaluePL 2857131  SAVONLINNA","","","","","","",""
"FI0500017","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELIMetsähallitusItä-Suomen puistoaluePL 2857131  SAVONLINNA","","","","","","",""
"FI0500018","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500019","","","Metsäntutkimuslaitos Punkaharjun tutkimusasemaFinlandiantie 1858450  PUNKAHARJU","","","","","","",""
"FI0500020","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500021","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500022","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500023","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500024","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500025","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500026","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500029","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100 MIKKELI","","","","","","",""
"FI0500030","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500031","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500033","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500035","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500036","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500037","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500038","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500041","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500042","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500043","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500044","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500045","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500046","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500047","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500048","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500049","","","Etelä -Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500052","","","Metsähallitus/Itä-Suomen puistoalue PL 2857131  SAVONLINNA","","","","","","",""
"FI0500053","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500056","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500057","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500058","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500060","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500062","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500063","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500065","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500066","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500068","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500073","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500074","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500077","","","Metsähallitus Itä-Suomen puistoaluePL 28 57131  SAVONLINNA","","","","","","",""
"FI0500081","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500082","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500084","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500086","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500087","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500088","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500089","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500090","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500092","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500093","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500094","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500096","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500097","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500099","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500104","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500105","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500106","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500108","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500109","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500110","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500111","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500113","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500114","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500115","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500116","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500128","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500129","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500130","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500131","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500133","","","Etelä-Savon ympäristökeskus Jääkärinkatu 14 50100  MIKKELI","","","","","","",""
"FI0500135","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500137","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500138","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500140","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500143","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500144","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500145","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500149","","","Metsähallitus/Itä-Suomen puistoalue PL 2857131  SAVONLINNA","","","","","","",""
"FI0500152","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500154","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500155","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500156","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500158","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500161","","","Metsähallitus Itä-Suomen puistoaluePL 2857131  SAVONLINNA","","","","","","",""
"FI0500162","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500163","","","Hämeen ympäristökeskus Birger Jaarlin katu 13PL 13113101 HÄMEENLINNA","","","","","","",""
"FI0500164","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500165","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500166","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500169","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500170","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500171","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500172","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELI","","","","","","",""
"FI0500174","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100 Mikkeli","","","","","","",""
"FI0500175","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100 MIKKELI","","","","","","",""
"FI0500176","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100  MIKKELIMetsähallitusItä-Suomen puistoaluePL 2857131  SAVONLINNA","","","","","","",""
"FI0500201","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100 Mikkeli","","","","","","",""
"FI0500202","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100 Mikkeli","","","","","","",""
"FI0500203","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100 Mikkeli","","","","","","",""
"FI0500204","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100 Mikkeli","","","","","","",""
"FI0500205","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100 Mikkeli","","","","","","",""
"FI0500206","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100 Mikkeli","","","","","","",""
"FI0500211","","","Metsähallitus Itä-Suomen luontopalvelutAkselinkatu 857130 Savonlinna","","","","","","",""
"FI0500220","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100 Mikkeli","","","","","","",""
"FI0500221","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100 Mikkeli","","","","","","",""
"FI0500222","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100 Mikkeli","","","","","","",""
"FI0500230","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100 Mikkeli","","","","","","",""
"FI0500231","","","Etelä-Savon ympäristökeskus Jääkärinkatu 1450100 Mikkeli","","","","","","",""
"FI0500236","","","Etelä-Savon ympäristökeskus Jääkärinkatu 14, 50100 Mikkeli","","","","","","",""
"FI0600001","","","Pohjois-Savon ympäristökeskus1997","","","","","","",""
"FI0600002","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600003","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600004","","","Pohjois-Savon ympäristökeskus","","","","","","",""
"FI0600005","","","Pohjois-Savon ympäristökeskus","","","","","","",""
