"SITECODE","NAME","EMAIL","ADDRESS_UNSTRUCTURED","ADMINUNIT","THOROUGHFARE","DESIGNATOR","POSTCODE","POSTNAME","ADDRESS","LOCATORNAME"
"FI1103804","","","Metsähallitus Pohjanmaan puistoalueTorangintaival 293600 Kuusamo","","","","","","",""
"FI1103805","","","Metsähallitus Pohjanmaan puistoalueTorangintaival 293600 Kuusamo","","","","","","",""
"FI1103806","","","Metsähallitus Pohjanmaan puistoalueTorangintaival 293600 Kuusamo","","","","","","",""
"FI1103807","","","Metsähallitus Pohjanmaan puistoalueTorangintaival 293600 Kuusamo","","","","","","",""
"FI1103808","","","Metsähallitus  Pohjanmaan puistoalueTorangintaival 293600 Kuusamo","","","","","","",""
"FI1103809","","","Metsähallitus Pohjanmaan puistoalueTorangintaival 293600 Kuusamo","","","","","","",""
"FI1103810","","","Metsähallitus Pohjanmaan-Kainuun luontopalvelutPudasjärviPL 793101 Pudasjärvi","","","","","","",""
"FI1103811","","","Metsähallitus Pohjanmaan-Kainuun luontopalvelutPL 793101 Pudasjärvi","","","","","","",""
"FI1103813","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 293600  Kuusamo","","","","","","",""
"FI1103814","","","Metsähallitus Pohjanmaan puistoalueTorangintaival 293600 Kuusamo","","","","","","",""
"FI1103815","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 293600  Kuusamo","","","","","","",""
"FI1103816","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 293600  Kuusamo","","","","","","",""
"FI1103817","","","Pohjois-Pohjanmaan ympäristökeskus, PL 124, 90101 Oulu","","","","","","",""
"FI1103818","","","Pohjois-Pohjanmaan ympäristökeskus, PL 124, 90101 Oulu","","","","","","",""
"FI1103819","","","Pohjois-Pohjanmaan ympäristökeskus, Pl 124, 90101 Oulu","","","","","","",""
"FI1103820","","","Pohjois-Pohjanmaan ympäristökeskus, PL 124, 90101 Oulu","","","","","","",""
"FI1103821","","","Metsähallitus Pohjanmaan-Kainuun luontopalvelutPL 793101 Pudasjärvi","","","","","","",""
"FI1103822","","","Metsähallitus Pohjanmaan-Kainuun luontopalvelutPL 793101 Pudasjärvi","","","","","","",""
"FI1103823","","","Pohjois-Pohjanmaan ympäristökeskus, PL 124, 90101 Oulu","","","","","","",""
"FI1103824","","","Pohjois-Pohjanmaan ympäristökeskus, PL 124, 90101 Oulu","","","","","","",""
"FI1103827","","","Metsähallitus Pohjanmaan puistoalueTorangintaival 293600 Kuusamo","","","","","","",""
"FI1103828","","","Metsähallitus, Pohjanmaan-Kainuun luontopalvelut PL 793101 Pudasjärvi","","","","","","",""
"FI1103829","","","Metsähallitus Pohjanmaan puistoalueTorangintaival 293600 Kuusamo","","","","","","",""
"FI1103830","","","Metsähallitus Pohjanmaan puistoalueTorangintaival 293600 Kuusamo","","","","","","",""
"FI1104200","","","Metsähallitus Pohjanmaan puistoalueTorangintaival 293600 Kuusamo","","","","","","",""
"FI1104201","","","Pohjois-Pohjanmaan ympäristökeskus, PL 124, 90101 Oulu","","","","","","",""
"FI1104202","","","Pohjois-Pohjanmaan ympäristökeskus, Pl 124, 90101 Oulu","","","","","","",""
"FI1104203","","","Pohjois-Pohjanmaan ympäristökeskus, PL 124, 90101 Oulu","","","","","","",""
"FI1104401","","","Metsähallitus Pohjanmaan puistoalueTorangintaival 293600 Kuusamo","","","","","","",""
"FI1104402","","","Metsähallitus  Pohjanmaan puistoalueTorangintaival 293600 Kuusamo","","","","","","",""
"FI1104404","","","Metsähallitus Pohjanmaan puistoalueTorangintaival 293600 Kuusamo","","","","","","",""
"FI1104405","","","Pohjois-Pohjanmaan ympäristökeskus, PL 124, 90101 Oulu","","","","","","",""
"FI1104406","","","Pohjois-Pohjanmaan ympäristökeskus, Pl 124,90101 Oulu","","","","","","",""
"FI1104407","","","Pohjois-Pohjanmaan ympäristökeskus, PL 124, 90101 Oulu","","","","","","",""
"FI1104408","","","Metsähallitus Pohjanmaan puistoalueTorangintaival 293600 Kuusamo","","","","","","",""
"FI1104600","","","Pohjois-Pohjanmaan ympäristökeskus, Pl 124, 90101 Oulu","","","","","","",""
"FI1104601","","","Pohjois-Pohjanmaan ympäristökeskus, PL 124, 90101 OULU","","","","","","",""
"FI1104602","","","Pohjois-Pohjanmaan ympäristökeskus PL 12490101 Oulu","","","","","","",""
"FI1104603","","","Pohjois-Pohjanmaan ympäristökeskus PL 12490101 Oulu","","","","","","",""
"FI1104604","","","Pohjois-Pohjanmaan ympäristökeskus, PL 124, 90101 OULU","","","","","","",""
"FI1104605","","","Pohjois-Pohjanmaan ympäristökeskus, PL 124, 90101 OULU","","","","","","",""
"FI1104800","","","Pohjois-Pohjanmaan ympäristökeskus, Pl 124, 90101 Oulu","","","","","","",""
"FI1104801","","","Pohjois-Pohjanmaan ympäristökeskus PL 12490101 Oulu","","","","","","",""
"FI1105000","","","Pohjois-Pohjanmaan ympäristökeskus, Pl 124, 90101 Oulu","","","","","","",""
"FI1105001","","","Pohjois-Pohjanmaan ympäristökeskus, Pl 124, 90101 Oulu","","","","","","",""
"FI1105200","","","Pohjois-Pohjanmaan ympäristökeskus, PL 124, 90101 OULU","","","","","","",""
"FI1105201","","","Pohjois-Pohjanmaan ympäristökeskus, PL 124, 90101 Oulu","","","","","","",""
"FI1105202","","","Pohjois-Pohjanmaan ympäristökeskus, PL 124, 90101 Oulu","","","","","","",""
"FI1105401","","","Metsähallitus Pohjanmaan-Kainuun luontopalvelutPL 793101 Pudasjärvi","","","","","","",""
"FI1105402","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 293600  Kuusamo","","","","","","",""
"FI1105403","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 293600  Kuusamo","","","","","","",""
"FI1105404","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 293600  Kuusamo-t","","","","","","",""
"FI1105405","","","Metsähallitus, Pohjanmaan-Kainuun luontopalvelut  PL 793101 Pudasjärvi","","","","","","",""
"FI1105406","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 293600  Kuusamo","","","","","","",""
"FI1105407","","","Metsähallitus, Pohjanmaan-Kainuun luontopalvelut PL 793101 Pudasjärvi","","","","","","",""
"FI1105408","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 293600  Kuusamo","","","","","","",""
"FI1105409","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 293600  Kuusamo","","","","","","",""
"FI1105410","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 293600  Kuusamo","","","","","","",""
"FI1105411","","","Pohjois-Pohjanmaan ympäristökeskus, PL 124, 90101 Oulu","","","","","","",""
"FI1105412","","","Pohjois-Pohjanmaan ympäristökeskus PL 12490101 Oulu","","","","","","",""
"FI1105413","","","Metsähallitus Pohjanmaan-Kainuun luontopalvelutPL 793101 Pudasjärvi","","","","","","",""
"FI1106000","","","Metsähallitus Pohjanmaan puistoalueTorangintaival 293600 Kuusamo","","","","","","",""
"FI1106001","","","Metsähallitus Pohjanmaan puistoalueTorangintaival 293600 Kuusamo","","","","","","",""
"FI1106002","","","Pohjois-Pohjanmaan ympäristökeskus, Pl 124, 90101 Oulu","","","","","","",""
"FI1106003","","","Metsähallitus Pohjanmaan-Kainuun luontopalvelutPL 8190101 Oulu","","","","","","",""
"FI1106004","","","Metsähallitus  Pohjanmaan puistoalueTorangintaival 293600 Kuusamo","","","","","","",""
"FI1106005","","","Pohjois-Pohjanmaan ympäristökeskus, PL 124, 90101 Oulu","","","","","","",""
"FI1106200","","","Pohjois-Pohjanmaan ympäristökeskus PL 12490101 Oulu","","","","","","",""
"FI1106201","","","Pohjois-Pohjanmaan ympäristökeskus, Pl 124, 90101 Oulu","","","","","","",""
"FI1106400","","","Pohjois-Pohjanmaan ympäristökeskus, PL 124, 90101 Oulu","","","","","","",""
"FI1106401","","","Pohjois-Pohjanmaan ympäristökeskus, Pl 124, 90101 Oulu","","","","","","",""
"FI1106600","","","Pohjois-Pohjanmaan ympäristökeskus, Pl 124, 90101 Oulu","","","","","","",""
"FI1106602","","","Pohjois-Pohjanmaan ympäristökeskus, PL 124, 90101 Oulu","","","","","","",""
"FI1106603","","","Pohjois-Pohjanmaan ympäristökeskus, Pl 124, 90101 Oulu","","","","","","",""
"FI1106604","","","Metsähallitus Pohjanmaan puistoalueTorangintaival 293600 Kuusamo","","","","","","",""
"FI1106605","","","Pohjois-Pohjanmaan ympäristökeskus PL 12490101 Oulu","","","","","","",""
"FI1200002","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200003","","","Kainuun ympäristökeskus PL 115, 87101 Kajaani","","","","","","",""
"FI1200051","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200052","","","Metsähallitus, Kainuun puistoalue Tönölä, 88900 Kuhmo","","","","","","",""
"FI1200053","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200054","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200055","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200056","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200057","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200058","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200059","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200100","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200101","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200102","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200104","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200105","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200467","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200500","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200502","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200511","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200600","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200602","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200604","","","Kainuun ympäristökeskus PL 115 87101 KAJAANI","","","","","","",""
"FI1200605","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200606","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200607","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200608","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200609","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200621","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200622","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200623","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200624","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200625","","","Metsähallitus, Itä-Suomen luontopalvelut, Urheilukatu 3 A, 81700 Lieksa 88900 KUHMO","","","","","","",""
"FI1200700","","","Metsähallitus Kainuun puistoalue","","","","","","",""
"FI1200701","","","Metsähallitus, Kainuun puistoalue","","","","","","",""
"FI1200702","","","Kainuun ympäristökeskus","","","","","","",""
"FI1200703","","","Metsähallitus, Kainuun puistoalue","","","","","","",""
"FI1200704","","","Metsähallitus, Kainuun puistoalue","","","","","","",""
"FI1200706","","","Metsähallitus,  Kainuun puistoalue","","","","","","",""
"FI1200707","","","Metsähallitus,  Kainuun puistoalue","","","","","","",""
"FI1200708","","","MH, Kainuun puistoalue","","","","","","",""
"FI1200710","","","MH, Kainuun puistoalue","","","","","","",""
"FI1200711","","","MH, Kainuun puistoalue","","","","","","",""
"FI1200712","","","MH, Kainuun puistoalue","","","","","","",""
"FI1200713","","","MH, Kainuun puistoalue","","","","","","",""
"FI1200714","","","MH, Kainuun puistoalue","","","","","","",""
"FI1200715","","","MH, Kainuun puistoalue","","","","","","",""
"FI1200716","","","Metsähallitus, Kainuun puistoalue Tönölä89000 KUHMO","","","","","","",""
"FI1200717","","","yst Metsähallitus, Kainuun puistoalueTönölä88900 KUHMO","","","","","","",""
"FI1200718","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200719","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200720","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200721","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200722","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200723","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200724","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200725","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200726","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200727","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200728","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200729","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200730","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200731","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200732","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200733","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200734","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200735","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200736","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200737","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200738","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200739","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200740","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200741","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200742","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200743","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200744","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200745","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200762","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200763","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200764","","","Kainuun ympäristökeskus PL 11587101 Kajaani","","","","","","",""
"FI1200800","","","Metsähallitus  Pohjanmaan puistoalueTorangintaival 293600 KuusamoMaarit VainioKainuun ympäristökeskusPL 15587101 KAJAANI","","","","","","",""
"FI1200801","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200802","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200804","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200805","","","Metsähallitus Pohjanmaan puistoalueTorangintaival 293600 KuusamoMaarit VainioKainuun ympäristökeskusPL 11587101 KAJAANI","","","","","","",""
"FI1200901","","","Metsähallitus, Pohjois-Pohjanmaan luontopalvelut Tönölä, 88900 KUHMO","","","","","","",""
"FI1200902","","","Metsähallitus, Kainuun puistoalue Tönölä88900 KUHMO","","","","","","",""
"FI1200921","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200922","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1200923","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1201001","","","Metsähallitus Pohjanmaan - Kainuun luontopalvelutLentiirantie 342 D88900 KUHMO","","","","","","",""
"FI1201002","","","Metsähallitus, luontopalvelut Lentiirantie 342 D88900 Kuhmo","","","","","","",""
"FI1201003","","","Metsähallitus, Pohjanmaan-Kainuun luontopalvelut, Lentiirantie 342 D, 88900 KUHMO / Metsähallitus, Itä-Suomen luontopalvelut, Urheilukatu 3 A, 81700  LIEKSA","","","","","","",""
"FI1201005","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1201006","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1201007","","","Metsähallitus, luontopalvelut Lentiirantie 342 D88900 Kuhmo","","","","","","",""
"FI1201009","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1201010","","","Kainuun ympäristökeskus PL 11587101 KAJAANI","","","","","","",""
"FI1201011","","","Metsähallitus Pohjanmaan - Kainuun luontopalvelutLentiirantie 342 D88900 KUHMO","","","","","","",""
"FI1201012","","","Metsähallitus, luontopalvelut Syväyksenkatu 2289600 Suomussalmi","","","","","","",""
"FI1201013","","","Metsähallitus, luontopalvelut Syväyksenkatu 2289600 Suomussalmi","","","","","","",""
"FI1202001","","","Kainuun ympäristökeskus PL 115, 87101 Kajaani","","","","","","",""
"FI1202002","","","Kainuun ympäristökeskus PL 115, 87101 Kajaani","","","","","","",""
"FI1202003","","","Metsähallitus, Pohjanmaan-Kainuun luontopalvelut Torangintaival 2, 93600 Kuusamo","","","","","","",""
"FI1202004","","","Metsähallitus, Pohjanmaan-Kainuun luontopalvelut Torangintaival 2, 93600 Kuusamo","","","","","","",""
"FI1300101","","","Metsähallitus, Ylä-Lapin luonnonhoitoalue","","","","","","",""
"FI1300102","","","Metsäntutkimuslaitos, Kolarin tutkimusasema, 95900 Kolari","","","","","","",""
"FI1300103","","","Metsähallitus, Ylä-Lapin luonnonhoitoalue PL 36,  99801  IVALO","","","","","","",""
"FI1300105","","","Metsähallitus, Ylä-Lapin luonnonhoitoalue PL 36,  99801  IVALO","","","","","","",""
"FI1300107","","","Metsähalllitus, Ylä-Lapin luonnonhoitoalue PL 36,  99801  IVALO","","","","","","",""
"FI1300108","","","Metsähallitus, Ylä-Lapin luonnonhoitoalue PL 36,  99801  IVALO","","","","","","",""
"FI1300111","","","Metsähallitus, Ylä-Lapin luonnonhoitoalue PL 36,  99801  IVALO","","","","","","",""
"FI1300112","","","Metsäntutkimuslaitos, Kolarin tutkimusasema, 95900 Kolari","","","","","","",""
"FI1300113","","","Metsähallitus, Ylä-Lapin luonnonhoitoalue PL 36,  99801  IVALO","","","","","","",""
"FI1300117","","","Metsähallitus, Ylä-Lapin luonnonhoitoalue PL 36,  99801  IVALO","","","","","","",""
"FI1300118","","","Metsähallitus, Ylä-Lapin luonnonhoitoalue PL 36,  99801  IVALO","","","","","","",""
"FI1300201","","","Metsähallitus, Ylä-Lapin luonnonhoitoalue PL 36,  99801  IVALO","","","","","","",""
"FI1300202","","","Metsähallitus, Ylä-Lapin luonnonhoitoalue PL 36,  99801  IVALO","","","","","","",""
"FI1300203","","","Metsähallitus, Ylä-Lapin luonnonhoitoalue PL 36,  99801  IVALO","","","","","","",""
"FI1300204","","","Metsähallitus, Ylä-Lapin luonnonhoitoalue PL 36,  99801  IVALO","","","","","","",""
"FI1300205","","","Metsähallitus, Ylä-Lapin luonnonhoitoalue PL 36,  99801 IVALO","","","","","","",""
"FI1300206","","","Metsähallitus, Ylä-Lapin luonnonhoitoalue PL 36,  99801  IVALO","","","","","","",""
"FI1300207","","","Metsähallitus, Ylä-Lapin luonnonhoitoalue PL 36,  99801  IVALO","","","","","","",""
"FI1300210","","","Lapin ympäristökeskus, PL 8060, 96101 Rovaniemi","","","","","","",""
"FI1300211","","","Lapin ympäristökeskus PL 8060,  96101  Rovaniemi","","","","","","",""
"FI1300212","","","Lapin ympäristökeskus PL 8060, 96101  ROVANIEMI","","","","","","",""
"FI1300301","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 2, 93600 Kuusamo","","","","","","",""
"FI1300302","","","Lapin ympäristökeskus PL 8060,  96101  Rovaniemi","","","","","","",""
"FI1300401","","","Metsähallitus, Perä-Pohjolan puistoalue PL 57,  99601  SODANKYLÄ","","","","","","",""
"FI1300402","","","Lapin ympäristökeskus PL  8060,  96101  ROVANIEMI","","","","","","",""
"FI1300405","","","Metsähallitus, Perä-Pohjolan puistoalue PL 57,  99601   SODANKYLÄ","","","","","","",""
"FI1300406","","","Metsähallitus, Perä-Pohjolan puistoalue PL 57,  99601  SODANKYLÄ","","","","","","",""
"FI1300407","","","Lapin ympäristökeskus PL 8060, 96101 Rovaniemi","","","","","","",""
"FI1300501","","","Lapin ympäristökeskus PL 8060,  96101  ROVANIEMI","","","","","","",""
"FI1300503","","","Lapin ympäristökeskus PL 8060,  96101  Rovaniemi","","","","","","",""
"FI1300504","","","Lapin ympäristökeskus PL 8060,  96101  Rovaniemi","","","","","","",""
"FI1300505","","","Lapin ympäristökeskus Pl 8060,  96101  ROVANIEMI","","","","","","",""
"FI1300507","","","Lapin ympäristökeskus PL 8060,  96101  ROVANIEMI","","","","","","",""
"FI1300601","","","Metsähallitus, Ylä-Lapin luonnonhoitoalue PL 36,  99801  IVALO","","","","","","",""
"FI1300602","","","Metsähallitus Perä-Pohjolan puistoalue PL 57, 99601 Sodankylä99601  SODANKYLÄ","","","","","","",""
"FI1300603","","","Metsähallitus Perä-Pohjolan puistoalue PL 57, 99601 Sodankylä99601  SODANKYLÄ","","","","","","",""
"FI1300604","","","Metsähallitus, Perä-Pohjolan luontopalvelut PL 8016, 96101 Rovaniemi","","","","","","",""
"FI1300605","","","Metsähallitus Perä-Pohjolan puistoalue PL 57, 99601 Sodankylä99601  SODANKYLÄ","","","","","","",""
"FI1300606","","","Metsähallitus Perä-Pohjolan puistoalue PL 57, 99601 Sodankylä99601  SODANKYLÄ","","","","","","",""
"FI1300607","","","Metsähallitus, Perä-Pohjolan puistoalue PL 57,  99601  SODANKYLÄ","","","","","","",""
"FI1300608","","","Metsähallitus, Perä-Pohjolan puistoalue PL 57,  99601  SODANKYLÄ","","","","","","",""
"FI1300611","","","Metsähallitus, Perä-Pohjolan puistoalue PL 57,  99601  SODANKYLÄ","","","","","","",""
"FI1300615","","","Lapin ympäristökeskus PL 8060,  96101  ROVANIEMI","","","","","","",""
"FI1300616","","","Lapin ympäristökeskus PL 8060,  96101  ROVANIEMI","","","","","","",""
"FI1300618","","","Metsähallitus, Perä-Pohjolan luontopalvelut PL 8016, 96101 Rovaniemi","","","","","","",""
"FI1300619","","","Metsähallitus, Perä-Pohjolan puistoalue PL 57,  99601  SODANKYLÄ","","","","","","",""
"FI1300701","","","Metsähallitus, Perä-Pohjolan luontopalvelut PL 8016, 96101 Rovaniemi","","","","","","",""
"FI1300702","","","Metsähallitus, Perä-Pohjolan puistoalue PL 57,  99601  SODANKYLÄ","","","","","","",""
"FI1300704","","","Metsähallitus Perä-Pohjolan puistoalue PL 57, 99601 Sodankylä99601  SODANKYLÄ","","","","","","",""
"FI1300705","","","Metsähallitus, Perä-Pohjolan puistoalue PL 57,  99601  SODANKYLÄ","","","","","","",""
"FI1300706","","","Metsähallitus, Perä-Pohjolan puistoalue PL 57,  99601  SODANKYLÄ","","","","","","",""
"FI1300801","","","Lapin ympäristökeskus PL 8060,  96101  ROVANIEMI","","","","","","",""
"FI1300901","","","Metsähallitus, Perä-Pohjolan luontopalvelut PL 8016, 96101 Rovaniemi","","","","","","",""
"FI1300902","","","Lapin ympäristökeskus PL 8060,  96101  Rovaniemi","","","","","","",""
"FI1300904","","","Metsähallitus, Perä-Pohjolan luontopalvelut PL 8016, 96101 Rovaniemi","","","","","","",""
"FI1300905","","","Metsähallitus, Perä-Pohjolan puistoalue PL 57,  99601  Sodankylä","","","","","","",""
"FI1300906","","","Metsähallitus Perä-Pohjolan puistoalue PL 57, 99601 Sodankylä99601  SODANKYLÄ","","","","","","",""
"FI1300907","","","Lapin ympäristökeskus PL 806096101 Rovaniemi","","","","","","",""
"FI1300908","","","Metsähallitus, Perä-Pohjolan luontopalvelut PL 8016, 96101 Rovaniemi","","","","","","",""
"FI1301001","","","Metsähallitus, Perä-Pohjolan puistoalue PL 57,  99601  SODANKYLÄ","","","","","","",""
"FI1301002","","","Lapin ympäristökeskus PL 8060,  96101  Rovaniemi","","","","","","",""
"FI1301003","","","Metsähallius, Perä-Pohjolan puistoalue PL 57,  99601  Sodankylä","","","","","","",""
"FI1301004","","","Lapin ympäristökeskus PL 8060,  96101  ROVANIEMI","","","","","","",""
"FI1301005","","","Lapin ympäristökeskus PL 8060,  96101  ROVANIEMI","","","","","","",""
"FI1301101","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 2,  93600  KUUSAMO","","","","","","",""
"FI1301102","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 2,  93600  KUUSAMO","","","","","","",""
"FI1301103","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 2,  93600  KUUSAMO","","","","","","",""
"FI1301104","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 2,  93600  KUUSAMO","","","","","","",""
"FI1301106","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 2,  93600  KUUSAMO","","","","","","",""
"FI1301202","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 2,  93600  KUUSAMO","","","","","","",""
"FI1301203","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 2,  93600  KUUSAMO","","","","","","",""
"FI1301205","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 2,  93600  KUUSAMO","","","","","","",""
"FI1301206","","","Lapin ympäristökeskus PL 8060,  96101  ROVANIEMI","","","","","","",""
"FI1301207","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 2,  93600  KUUSAMO","","","","","","",""
"FI1301208","","","Metsähallitus, Pohjanmaan puistoalue Torangintaival 2,  93600   KUUSAMO","","","","","","",""
"FI1301209","","","Lapin ympäristökeskus PL 8060, 96101 Rovaniemi96101  ROVANIEMI","","","","","","",""
"FI1301301","","","Metsähallitus, Perä-Pohjolan puistoalue PL 57,  99601  SODANKYLÄ","","","","","","",""
"FI1301302","","","Lapin ympäristökeskus PL 8060,  96101  ROVANIEMI","","","","","","",""
"FI1301304","","","Metsäntutkimuslaitos, Rovaniemen tutkimusasema PL 16,  96301  ROVANIEMI","","","","","","",""
"FI1301306","","","Metsähallitus, Perä-Pohjolan puistoalue PL 57,  99601  SODANKYLÄ","","","","","","",""
"FI1301312","","","Metsäntutkimuslaitos, Rovaniemen tutkimusasema PL 16,  96301  ROVANIEMI","","","","","","",""
"FI1301313","","","Metsähallitus Perä-Pohjolan puistoalue PL 57, 99601 Sodankylä99601  ROVANIEMI","","","","","","",""
"FI1301314","","","Metsähallitus, Perä-Pohjolan puistoalue PL 57,  99601  SODANKYLÄ","","","","","","",""
