"DIRECTIVE","SPECIESNAME","ANNEXII","ANNEXII1","ANNEXII2","ANNEXIII1","ANNEXIII2","ANNEXIV","ANNEXV","SPBCAX1"
"Habitats Directive","Carex malato-belizii","Y","","","","","Y","N","Y"
"Habitats Directive","Carex panormitana","Y","","","","","Y","N","N"
"Habitats Directive","Carlina diae","N","","","","","N","N","Y"
"Habitats Directive","Carlina onopordifolia","Y","","","","","Y","N","Y"
"Habitats Directive","Caseolus calculus","Y","","","","","Y","N","N"
"Habitats Directive","Caseolus commixta","Y","","","","","Y","N","N"
"Habitats Directive","Caseolus sphaerula","Y","","","","","Y","N","N"
"Habitats Directive","Castor fiber","Y","","","","","Y","Y","N"
"Habitats Directive","Catopta thrips","Y","","","","","Y","N","N"
"Habitats Directive","Caulerpa ollivieri","N","","","","","N","N","Y"
"Habitats Directive","Caulinia tenuissima","N","","","","","N","N","Y"
"Habitats Directive","Centaurea akamantis","Y","","","","","Y","N","Y"
"Habitats Directive","Centaurea alba ssp. heldreichii","Y","","","","","Y","N","Y"
"Habitats Directive","Centaurea alba ssp. princeps","Y","","","","","Y","N","Y"
"Habitats Directive","Centaurea attica ssp. megarensis","Y","","","","","Y","N","Y"
"Habitats Directive","Centaurea balearica","Y","","","","","Y","N","Y"
"Habitats Directive","Centaurea borjae","Y","","","","","Y","N","Y"
"Habitats Directive","Centaurea citricolor","Y","","","","","Y","N","Y"
"Habitats Directive","Centaurea corymbosa","Y","","","","","Y","N","Y"
"Habitats Directive","Centaurea dubjanskyi","N","","","","","N","N","Y"
"Habitats Directive","Centaurea gadorensis","Y","","","","","Y","N","N"
"Habitats Directive","Centaurea hermannii","N","","","","","N","N","Y"
"Habitats Directive","Centaurea horrida","Y","","","","","Y","N","Y"
"Habitats Directive","Centaurea immanuelis-loewii","Y","","","","","Y","N","N"
"Habitats Directive","Centaurea jankae","Y","","","","","Y","N","Y"
"Habitats Directive","Centaurea kalambakensis","Y","","","","","Y","N","Y"
"Habitats Directive","Centaurea kartschiana","Y","","","","","Y","N","Y"
"Habitats Directive","Centaurea lactiflora","Y","","","","","Y","N","Y"
"Habitats Directive","Centaurea micrantha ssp. herminii","Y","","","","","Y","N","N"
"Habitats Directive","Centaurea niederi","Y","","","","","Y","N","Y"
"Habitats Directive","Centaurea peucedanifolia","Y","","","","","Y","N","Y"
"Habitats Directive","Centaurea pineticola","N","","","","","N","N","Y"
"Habitats Directive","Centaurea pinnata","Y","","","","","Y","N","Y"
"Habitats Directive","Centaurea pontica","Y","","","","","Y","N","Y"
"Habitats Directive","Centaurea pseudoleucolepis","N","","","","","N","N","Y"
"Habitats Directive","Centaurea pulvinata","Y","","","","","Y","N","Y"
"Habitats Directive","Centaurea rothmalerana","Y","","","","","Y","N","N"
"Habitats Directive","Centaurea tchihatcheffii","N","","","","","N","N","Y"
"Habitats Directive","Centaurea vicentina","Y","","","","","Y","N","N"
"Habitats Directive","Centaurium rigualii","Y","","","","","Y","N","Y"
"Habitats Directive","Centaurium somedanum","Y","","","","","Y","N","Y"
"Habitats Directive","Centranthus kellererii","N","","","","","N","N","Y"
"Habitats Directive","Centranthus trinervis","Y","","","","","Y","N","Y"
"Habitats Directive","Centrostephanus longispinus","N","","","","","Y","N","N"
"Habitats Directive","Cephalanthera cucullata","Y","","","","","Y","N","Y"
"Habitats Directive","Cephalozia macounii","Y","","","","","N","N","Y"
"Habitats Directive","Cerambyx cerdo","Y","","","","","Y","N","N"
"Habitats Directive","Cerastium alsinifolium","Y","","","","","Y","N","Y"
"Habitats Directive","Cerastium azoricum","N","","","","","N","N","Y"
"Habitats Directive","Cerastium dinaricum","Y","","","","","Y","N","N"
"Habitats Directive","Ceropegia chrysantha","Y","","","","","Y","N","Y"
"Habitats Directive","Cervus elaphus","N","","","","","N","N","N"
"Habitats Directive","Cervus elaphus corsicanus","Y","","","","","Y","N","N"
"Habitats Directive","Cetorhinus maximus","N","","","","","N","N","N"
"Habitats Directive","Chaenorrhinum serpyllifolium ssp. lusitanicum","Y","","","","","Y","N","N"
"Habitats Directive","Chaerophyllum azoricum","Y","","","","","Y","N","Y"
"Habitats Directive","Chalcalburnus chalcoides","Y","","","","","N","N","N"
"Habitats Directive","Chalcides bedriagai","N","","","","","Y","N","N"
"Habitats Directive","Chalcides chalcides","N","","","","","N","N","N"
"Habitats Directive","Chalcides ocellatus","N","","","","","Y","N","N"
"Habitats Directive","Chalcides pistaciae","N","","","","","N","N","N"
"Habitats Directive","Chalcides sexlineatus","N","","","","","Y","N","N"
"Habitats Directive","Chalcides simonyi","Y","","","","","Y","N","N"
"Habitats Directive","Chalcides viridianus","N","","","","","Y","N","N"
"Habitats Directive","Chamaeleo chamaeleon","N","","","","","Y","N","N"
"Habitats Directive","Chamaemeles coriacea","Y","","","","","Y","N","Y"
"Habitats Directive","Charonia rubicunda","N","","","","","N","N","N"
"Habitats Directive","Charonia tritonis","N","","","","","N","N","N"
"Habitats Directive","Cheirolophus duranii","Y","","","","","Y","N","Y"
"Habitats Directive","Cheirolophus falsisectus","N","","","","","N","N","Y"
"Habitats Directive","Cheirolophus ghomerytus","Y","","","","","Y","N","Y"
"Habitats Directive","Cheirolophus junonianus","Y","","","","","Y","N","Y"
"Habitats Directive","Cheirolophus massonianus","Y","","","","","Y","N","N"
"Habitats Directive","Cheirolophus metlesicsii","N","","","","","N","N","Y"
"Habitats Directive","Cheirolophus santosabreui","N","","","","","N","N","Y"
"Habitats Directive","Cheirolophus satarataensis","N","","","","","N","N","Y"
"Habitats Directive","Cheirolophus tagananensis","N","","","","","N","N","Y"
"Habitats Directive","Chelonia mydas","Y","","","","","Y","N","N"
"Habitats Directive","Chilostoma banaticum","Y","","","","","Y","N","N"
"Habitats Directive","Chioglossa lusitanica","Y","","","","","Y","N","N"
"Habitats Directive","Chionodoxa lochiae","Y","","","","","Y","N","Y"
"Habitats Directive","Chionodoxa luciliae","N","","","","","N","N","Y"
"Habitats Directive","Chondrosoma fiduciarium","Y","","","","","Y","N","N"
"Habitats Directive","Chondrostoma genei","Y","","","","","N","N","N"
"Habitats Directive","Chondrostoma kneri","N","","","","","N","N","N"
"Habitats Directive","Chondrostoma lemmingi","N","","","","","N","N","N"
"Habitats Directive","Chondrostoma lusitanicum","Y","","","","","N","N","N"
"Habitats Directive","Chondrostoma nasus","N","","","","","N","N","N"
"Habitats Directive","Chondrostoma phoxinus","N","","","","","N","N","N"
"Habitats Directive","Chondrostoma polylepis","Y","","","","","N","N","N"
"Habitats Directive","Chondrostoma soetta","Y","","","","","N","N","N"
"Habitats Directive","Chondrostoma toxostoma","Y","","","","","N","N","N"
"Habitats Directive","Chondrostoma willkommi","N","","","","","N","N","N"
"Habitats Directive","Cicer canariensis","N","","","","","N","N","Y"
"Habitats Directive","Cinna latifolia","Y","","","","","Y","N","N"
"Habitats Directive","Cirsium brachycephalum","Y","","","","","Y","N","N"
"Habitats Directive","Cirsium latifolium","Y","","","","","Y","N","N"
"Habitats Directive","Cistus chinamadensis","Y","","","","","Y","N","Y"
"Habitats Directive","Cistus palhinhae","Y","","","","","Y","N","N"
"Habitats Directive","Cladonia spp. (subgenus Cladina)","N","","","","","N","Y","N"
"Habitats Directive","Clemmys caspica","N","","","","","N","N","N"
"Habitats Directive","Clemmys leprosa","N","","","","","N","N","N"
"Habitats Directive","Clossiana improba","Y","","","","","N","N","N"
"Habitats Directive","Cobitis conspersa","N","","","","","N","N","N"
"Habitats Directive","Cobitis elongata","Y","","","","","N","N","N"
"Habitats Directive","Cobitis hassi","N","","","","","N","N","N"
"Habitats Directive","Cobitis larvata","N","","","","","N","N","N"
"Habitats Directive","Cobitis paludicola","N","","","","","N","N","N"
"Habitats Directive","Cobitis taenia","Y","","","","","N","N","N"
"Habitats Directive","Cobitis trichonica","Y","","","","","N","N","N"
"Habitats Directive","Cochlearia polonica","Y","","","","","Y","N","Y"
"Habitats Directive","Cochlearia tatrae","Y","","","","","Y","N","N"
"Habitats Directive","Coenagrion hylas","Y","","","","","N","N","N"
"Habitats Directive","Coenagrion mercuriale","Y","","","","","N","N","N"
"Habitats Directive","Coenagrion ornatum","Y","","","","","N","N","N"
"Habitats Directive","Coenonympha hero","N","","","","","Y","N","N"
"Habitats Directive","Coenonympha oedippus","Y","","","","","Y","N","N"
"Habitats Directive","Coincya rupestris","Y","","","","","Y","N","Y"
"Habitats Directive","Colchicum arenarium","Y","","","","","Y","N","Y"
"Habitats Directive","Colchicum corsicum","N","","","","","Y","N","Y"
"Habitats Directive","Colchicum cousturieri","N","","","","","Y","N","Y"
"Habitats Directive","Colchicum davidovii","N","","","","","N","N","Y"
"Habitats Directive","Colchicum fominii","N","","","","","N","N","Y"
"Habitats Directive","Colchicum micranthum","N","","","","","N","N","Y"
"Habitats Directive","Coleanthus subtilis","Y","","","","","Y","N","Y"
"Habitats Directive","Colias myrmidone","Y","","","","","Y","N","N"
"Habitats Directive","Coluber algirus","N","","","","","N","N","N"
"Habitats Directive","Coluber caspius","N","","","","","Y","N","N"
"Habitats Directive","Coluber cypriensis","Y","","","","","Y","N","N"
"Habitats Directive","Coluber gemonensis","N","","","","","N","N","N"
"Habitats Directive","Coluber hippocrepis","N","","","","","Y","N","N"
"Habitats Directive","Coluber jugularis","N","","","","","Y","N","N"
"Habitats Directive","Coluber laurenti","N","","","","","Y","N","N"
"Habitats Directive","Coluber najadum","N","","","","","Y","N","N"
"Habitats Directive","Coluber nummifer","N","","","","","Y","N","N"
"Habitats Directive","Coluber ravergieri","N","","","","","N","N","N"
"Habitats Directive","Coluber rubriceps","N","","","","","N","N","N"
"Habitats Directive","Coluber schmidti","N","","","","","N","N","N"
"Habitats Directive","Coluber ventromaculatus","N","","","","","N","N","N"
"Habitats Directive","Coluber viridiflavus","N","","","","","Y","N","N"
"Habitats Directive","Comperia comperiana","N","","","","","N","N","Y"
"Habitats Directive","Congeria kusceri","Y","","","","","Y","N","N"
"Habitats Directive","Consolida samia","Y","","","","","Y","N","Y"
"Habitats Directive","Convolvulus argyrothamnus","Y","","","","","Y","N","Y"
"Habitats Directive","Convolvulus caput-medusae","Y","","","","","Y","N","Y"
"Habitats Directive","Convolvulus fernandesii","Y","","","","","Y","N","N"
"Habitats Directive","Convolvulus lopez-socasii","Y","","","","","Y","N","Y"
"Habitats Directive","Convolvulus massonii","Y","","","","","Y","N","Y"
"Habitats Directive","Convolvulus pulvinatus","N","","","","","N","N","Y"
"Habitats Directive","Corallium rubrum","N","","","","","N","Y","N"
"Habitats Directive","Cordulegaster heros","Y","","","","","Y","N","N"
"Habitats Directive","Cordulegaster trinacriae","Y","","","","","Y","N","N"
"Habitats Directive","Coregonus albula","N","","","","","N","N","N"
"Habitats Directive","Coregonus autumnalis","N","","","","","N","N","N"
"Habitats Directive","Coregonus fera","N","","","","","N","Y","N"
"Habitats Directive","Coregonus lavaretus","N","","","","","N","N","N"
"Habitats Directive","Coregonus nasus","N","","","","","N","Y","N"
"Habitats Directive","Coregonus oxyrhynchus","Y","","","","","Y","N","N"
"Habitats Directive","Coregonus peled","N","","","","","N","N","N"
"Habitats Directive","Coregonus pidschian","N","","","","","N","N","N"
"Habitats Directive","Coregonus tugum","N","","","","","N","Y","N"
"Habitats Directive","Coronella austriaca","N","","","","","Y","N","N"
"Habitats Directive","Coronella girondica","N","","","","","N","N","N"
"Habitats Directive","Coronopus navasii","Y","","","","","Y","N","Y"
"Habitats Directive","Corticaria planula","Y","","","","","N","N","N"
"Habitats Directive","Corydalis gotlandica","Y","","","","","Y","N","N"
"Habitats Directive","Cottus ferruginosus","N","","","","","N","N","N"
"Habitats Directive","Cottus gobio","Y","","","","","N","N","N"
"Habitats Directive","Cottus petiti","Y","","","","","N","N","N"
"Habitats Directive","Cottus poecilopus","N","","","","","N","N","N"
"Habitats Directive","Crambe arborea","Y","","","","","Y","N","Y"
"Habitats Directive","Crambe koktebelica","N","","","","","N","N","Y"
"Habitats Directive","Crambe laevigata","Y","","","","","Y","N","Y"
"Habitats Directive","Crambe litwinonowii","N","","","","","N","N","Y"
"Habitats Directive","Crambe scoparia","N","","","","","N","N","Y"
"Habitats Directive","Crambe sventenii","Y","","","","","Y","N","Y"
"Habitats Directive","Crambe tataria","Y","","","","","Y","N","N"
"Habitats Directive","Crataegus dikmensis","N","","","","","N","N","Y"
"Habitats Directive","Cremnophyton lanfrancoi","Y","","","","","Y","N","N"
"Habitats Directive","Crepis crocifolia","Y","","","","","Y","N","Y"
"Habitats Directive","Crepis granatensis","Y","","","","","Y","N","Y"
"Habitats Directive","Crepis purpurea","N","","","","","N","N","Y"
"Habitats Directive","Crepis pusilla","Y","","","","","Y","N","N"
"Habitats Directive","Crepis tectorum ssp. nigrescens","Y","","","","","Y","N","N"
"Habitats Directive","Cricetus cricetus","N","","","","","Y","Y","N"
"Habitats Directive","Crocidura canariensis","N","","","","","Y","N","N"
"Habitats Directive","Crocidura leucodon","N","","","","","N","N","N"
"Habitats Directive","Crocidura russula","N","","","","","N","N","N"
"Habitats Directive","Crocidura russula cypria","N","","","","","N","N","N"
"Habitats Directive","Crocidura sicula","N","","","","","Y","N","N"
"Habitats Directive","Crocidura suaveolens","N","","","","","N","N","N"
"Habitats Directive","Crocidura suaveolens ariadne","N","","","","","N","N","N"
"Habitats Directive","Crocidura suaveolens minuta","N","","","","","N","N","N"
"Habitats Directive","Crocus abantensis","N","","","","","N","N","Y"
"Habitats Directive","Crocus cyprius","Y","","","","","Y","N","Y"
"Habitats Directive","Crocus etruscus","N","","","","","Y","N","Y"
"Habitats Directive","Crocus hartmannianus","Y","","","","","Y","N","Y"
"Habitats Directive","Crocus robertianus","N","","","","","N","N","Y"
"Habitats Directive","Cucujus cinnaberinus","Y","","","","","Y","N","N"
"Habitats Directive","Cucullia mixta","Y","","","","","Y","N","N"
"Habitats Directive","Culcita macrocarpa","Y","","","","","Y","N","Y"
"Habitats Directive","Cuon alpinus","N","","","","","N","N","N"
"Habitats Directive","Cyclamen coum","N","","","","","N","N","Y"
"Habitats Directive","Cyclamen fatrense","Y","","","","","Y","N","N"
"Habitats Directive","Cyclamen kuznetzovii","N","","","","","N","N","Y"
"Habitats Directive","Cyclamen mirabile","N","","","","","N","N","Y"
"Habitats Directive","Cymodocea nodosa","N","","","","","N","N","Y"
"Habitats Directive","Cynodontium suecicum","Y","","","","","N","N","Y"
"Habitats Directive","Cypripedium calceolus","Y","","","","","Y","N","Y"
"Habitats Directive","Cyrtopodion basoglui","N","","","","","N","N","N"
"Habitats Directive","Cyrtopodion caspius","N","","","","","N","N","N"
"Habitats Directive","Cyrtopodion heterocercus","N","","","","","N","N","N"
"Habitats Directive","Cyrtopodion kotschyi","N","","","","","Y","N","N"
"Habitats Directive","Cyrtopodion russowii","N","","","","","N","N","N"
"Habitats Directive","Cyrtopodion scaber","N","","","","","N","N","N"
"Habitats Directive","Cystophora cristata","N","","","","","N","N","N"
"Habitats Directive","Cystoseira amentacea","N","","","","","N","N","Y"
"Habitats Directive","Cystoseira mediterranea","N","","","","","N","N","Y"
"Habitats Directive","Cystoseira sedoides","N","","","","","N","N","Y"
"Habitats Directive","Cystoseira spinosa","N","","","","","N","N","Y"
"Habitats Directive","Cystoseira zosteroides","N","","","","","N","N","Y"
"Habitats Directive","Cytisus aeolicus","Y","","","","","Y","N","Y"
"Habitats Directive","Daboecia azorica","N","","","","","N","N","Y"
"Habitats Directive","Dactylorhiza chuhensis","N","","","","","N","N","Y"
"Habitats Directive","Dactylorhiza kalopissii","Y","","","","","Y","N","N"
"Habitats Directive","Dama dama","N","","","","","N","N","N"
"Habitats Directive","Daphne arbuscula","Y","","","","","Y","N","Y"
"Habitats Directive","Daphne petraea","Y","","","","","Y","N","Y"
"Habitats Directive","Daphne rodriguezii","Y","","","","","Y","N","Y"
"Habitats Directive","Delphinium caseyi","Y","","","","","Y","N","Y"
"Habitats Directive","Delphinus delphis","N","","","","","Y","N","N"
"Habitats Directive","Dendranthema zawadskyi","N","","","","","N","N","Y"
"Habitats Directive","Dendriopoterium pulidoi","Y","","","","","Y","N","Y"
"Habitats Directive","Dendropoma petraeum","N","","","","","N","N","N"
"Habitats Directive","Dermochelys coriacea","N","","","","","Y","N","N"
"Habitats Directive","Deschampsia maderensis","Y","","","","","Y","N","Y"
"Habitats Directive","Desmana moschata","N","","","","","N","N","N"
"Habitats Directive","Dianthus arenarius ssp. arenarius","Y","","","","","Y","N","N"
"Habitats Directive","Dianthus arenarius ssp. bohemicus","Y","","","","","Y","N","N"
"Habitats Directive","Dianthus cintranus ssp. cintranus","Y","","","","","Y","N","N"
"Habitats Directive","Dianthus diutinus","Y","","","","","Y","N","N"
"Habitats Directive","Dianthus hypanicus","N","","","","","N","N","Y"
"Habitats Directive","Dianthus lumnitzeri","Y","","","","","Y","N","N"
"Habitats Directive","Dianthus marizii","Y","","","","","Y","N","N"
"Habitats Directive","Dianthus moravicus","Y","","","","","Y","N","N"
"Habitats Directive","Dianthus nitidus","Y","","","","","Y","N","Y"
"Habitats Directive","Dianthus plumarius ssp. regis-stephani","Y","","","","","Y","N","N"
"Habitats Directive","Dianthus rupicola","Y","","","","","Y","N","Y"
"Habitats Directive","Dianthus serotinus","N","","","","","N","N","Y"
"Habitats Directive","Dianthus urumoffii","N","","","","","N","N","Y"
"Habitats Directive","Dichelyma capillaceum","Y","","","","","N","N","Y"
"Habitats Directive","Dicranum viride","Y","","","","","N","N","Y"
"Habitats Directive","Dioszeghyana schmidtii","Y","","","","","Y","N","N"
"Habitats Directive","Diphasium madeirense","N","","","","","N","N","Y"
"Habitats Directive","Diplazium sibiricum","Y","","","","","Y","N","N"
"Habitats Directive","Diplotaxis ibicensis","Y","","","","","Y","N","Y"
"Habitats Directive","Diplotaxis siettiana","Y","","","","","Y","N","Y"
"Habitats Directive","Diplotaxis vicentina","Y","","","","","Y","N","N"
"Habitats Directive","Dipsacus cephalarioides","N","","","","","N","N","Y"
"Habitats Directive","Discoglossus galganoi","Y","","","","","Y","N","N"
"Habitats Directive","Discoglossus montalentii","Y","","","","","Y","N","N"
"Habitats Directive","Discoglossus pictus","N","","","","","Y","N","N"
"Habitats Directive","Discoglossus sardus","Y","","","","","Y","N","N"
"Habitats Directive","Discula leacockiana","Y","","","","","Y","N","N"
"Habitats Directive","Discula tabellata","Y","","","","","Y","N","N"
"Habitats Directive","Discula testudinalis","N","","","","","Y","N","N"
"Habitats Directive","Discula turricula","N","","","","","Y","N","N"
"Habitats Directive","Discus defloratus","N","","","","","Y","N","N"
"Habitats Directive","Discus guerinianus","Y","","","","","Y","N","N"
"Habitats Directive","Distichophyllum carinatum","Y","","","","","N","N","Y"
"Habitats Directive","Dorcadion fulvum cervae","Y","","","","","Y","N","N"
"Habitats Directive","Doronicum plantagineum ssp. tournefortii","N","","","","","N","Y","N"
"Habitats Directive","Dorycnium pentaphyllum ssp. transmontana","N","","","","","N","Y","N"
"Habitats Directive","Dorycnium spectabile","Y","","","","","Y","N","Y"
"Habitats Directive","Draba cacuminum","Y","","","","","Y","N","N"
"Habitats Directive","Draba cinerea","Y","","","","","Y","N","N"
"Habitats Directive","Draba dorneri","Y","","","","","Y","N","Y"
"Habitats Directive","Dracaena draco","N","","","","","Y","N","Y"
"Habitats Directive","Dracocephalum austriacum","Y","","","","","Y","N","Y"
"Habitats Directive","Drepanocladus vernicosus","Y","","","","","N","N","Y"
"Habitats Directive","Dryomys laniger","N","","","","","N","N","N"
"Habitats Directive","Dryomys nitedula","N","","","","","Y","N","N"
"Habitats Directive","Dryopteris corleyi","Y","","","","","Y","N","Y"
"Habitats Directive","Dryopteris fragans","Y","","","","","Y","N","N"
"Habitats Directive","Duvalius gebhardti","Y","","","","","Y","N","N"
"Habitats Directive","Duvalius hungaricus","Y","","","","","Y","N","N"
"Habitats Directive","Dytiscus latissimus","Y","","","","","Y","N","N"
"Habitats Directive","Echinodium spinosum","Y","","","","","N","N","Y"
"Habitats Directive","Echium candicans","Y","","","","","Y","N","N"
"Habitats Directive","Echium gentianoides","Y","","","","","Y","N","Y"
"Habitats Directive","Echium handiense","N","","","","","N","N","Y"
"Habitats Directive","Echium pininana","N","","","","","N","N","Y"
"Habitats Directive","Echium russicum","Y","","","","","Y","N","N"
"Habitats Directive","Eirenis barani","N","","","","","N","N","N"
"Habitats Directive","Eirenis collaris","N","","","","","N","N","N"
"Habitats Directive","Eirenis coronella","N","","","","","N","N","N"
"Habitats Directive","Eirenis decemlineata","N","","","","","N","N","N"
"Habitats Directive","Eirenis dione","N","","","","","N","N","N"
"Habitats Directive","Eirenis eiselti","N","","","","","N","N","N"
"Habitats Directive","Eirenis lineomaculata","N","","","","","N","N","N"
"Habitats Directive","Eirenis modesta","N","","","","","Y","N","N"
"Habitats Directive","Eirenis punctatolineata","N","","","","","N","N","N"
"Habitats Directive","Eirenis rothii","N","","","","","N","N","N"
"Habitats Directive","Elaphe hohenackeri","N","","","","","N","N","N"
"Habitats Directive","Elaphe longissima","N","","","","","Y","N","N"
"Habitats Directive","Elaphe persica","N","","","","","N","N","N"
"Habitats Directive","Elaphe quatuorlineata","Y","","","","","Y","N","N"
"Habitats Directive","Elaphe scalaris","N","","","","","N","N","N"
"Habitats Directive","Elaphe situla","Y","","","","","Y","N","N"
"Habitats Directive","Elatine gussonei","Y","","","","","Y","N","N"
"Habitats Directive","Eleocharis carniolica","Y","","","","","Y","N","Y"
"Habitats Directive","Eliomys quercinus","N","","","","","N","N","N"
"Habitats Directive","Elona quimperiana","Y","","","","","Y","N","N"
"Habitats Directive","Emys orbicularis","Y","","","","","Y","N","N"
"Habitats Directive","Encalypta mutica","Y","","","","","N","N","N"
"Habitats Directive","Epinephelus marginatus","N","","","","","N","N","N"
"Habitats Directive","Eptesicus bottae","N","","","","","N","N","N"
"Habitats Directive","Eptesicus murinus","N","","","","","Y","N","N"
"Habitats Directive","Eptesicus nilssoni","N","","","","","Y","N","N"
"Habitats Directive","Eptesicus serotinus","N","","","","","Y","N","N"
"Habitats Directive","Erannis ankeraria","Y","","","","","Y","N","N"
"Habitats Directive","Erebia calcaria","Y","","","","","Y","N","N"
"Habitats Directive","Erebia christi","Y","","","","","Y","N","N"
"Habitats Directive","Erebia medusa polaris","Y","","","","","N","N","N"
"Habitats Directive","Erebia sudetica","N","","","","","Y","N","N"
"Habitats Directive","Eremias arguta","N","","","","","N","N","N"
"Habitats Directive","Eremias pleskei","N","","","","","N","N","N"
"Habitats Directive","Eremias strauchi","N","","","","","N","N","N"
"Habitats Directive","Eremias suphani","N","","","","","N","N","N"
"Habitats Directive","Eremias velox","N","","","","","N","N","N"
"Habitats Directive","Eremopoa mardinensis","N","","","","","N","N","Y"
"Habitats Directive","Eretmochelys imbricata","N","","","","","Y","N","N"
"Habitats Directive","Erica scoparia ssp. azorica","Y","","","","","Y","N","Y"
"Habitats Directive","Erigeron frigidus","Y","","","","","Y","N","Y"
"Habitats Directive","Erignathus barbatus","N","","","","","N","N","N"
"Habitats Directive","Erinaceus europaeus","N","","","","","N","N","N"
"Habitats Directive","Eriogaster catax","Y","","","","","Y","N","N"
"Habitats Directive","Eritrurus marmoratus","N","","","","","N","N","N"
"Habitats Directive","Erodium astragaloides","Y","","","","","Y","N","Y"
"Habitats Directive","Erodium chrysanthum","N","","","","","N","N","Y"
"Habitats Directive","Erodium paularense","Y","","","","","Y","N","Y"
"Habitats Directive","Erodium rupicola","Y","","","","","Y","N","Y"
"Habitats Directive","Erosaria spurca","N","","","","","N","N","N"
"Habitats Directive","Errina aspera","N","","","","","N","N","N"
"Habitats Directive","Erucastrum palustre","Y","","","","","Y","N","Y"
"Habitats Directive","Eryngium alpinum","Y","","","","","Y","N","Y"
"Habitats Directive","Eryngium viviparum","Y","","","","","Y","N","Y"
"Habitats Directive","Erysimum pieninicum","Y","","","","","Y","N","Y"
"Habitats Directive","Eryx jaculus","N","","","","","Y","N","N"
"Habitats Directive","Eryx miliaris","N","","","","","N","N","N"
"Habitats Directive","Eubalaena glacialis","N","","","","","Y","N","N"
"Habitats Directive","Eudontomyzon danfordi","Y","","","","","N","N","N"
"Habitats Directive","Eudontomyzon hellenicum","Y","","","","","N","N","N"
"Habitats Directive","Eudontomyzon mariae","Y","","","","","N","N","N"
"Habitats Directive","Eudontomyzon spp.","Y","","","","","N","N","N"
"Habitats Directive","Eudontomyzon vladykovi","Y","","","","","N","N","N"
"Habitats Directive","Eumeces schneideri","N","","","","","N","N","N"
"Habitats Directive","Euphorbia bourgaeana","N","","","","","N","N","Y"
"Habitats Directive","Euphorbia handiensis","Y","","","","","Y","N","Y"
"Habitats Directive","Euphorbia lambii","Y","","","","","Y","N","Y"
"Habitats Directive","Euphorbia margalidiana","Y","","","","","Y","N","Y"
"Habitats Directive","Euphorbia nevadensis","N","","","","","Y","N","Y"
"Habitats Directive","Euphorbia stygiana","Y","","","","","Y","N","Y"
"Habitats Directive","Euphorbia transtagana","Y","","","","","Y","N","N"
"Habitats Directive","Euphrasia azorica","Y","","","","","Y","N","Y"
"Habitats Directive","Euphrasia genargentea","Y","","","","","Y","N","N"
"Habitats Directive","Euphrasia grandiflora","Y","","","","","Y","N","Y"
"Habitats Directive","Euphrasia marchesettii","Y","","","","","Y","N","Y"
"Habitats Directive","Euphrasia mendoncae","N","","","","","N","Y","N"
"Habitats Directive","Euphydryas aurinia","Y","","","","","N","N","N"
"Habitats Directive","Euproctus asper","N","","","","","Y","N","N"
"Habitats Directive","Euproctus montanus","N","","","","","Y","N","N"
"Habitats Directive","Euproctus platycephalus","N","","","","","Y","N","N"
"Habitats Directive","Fabriciana elisa","N","","","","","Y","N","N"
"Habitats Directive","Felis silvestris","N","","","","","Y","N","N"
"Habitats Directive","Ferula halophila","N","","","","","N","N","Y"
"Habitats Directive","Ferula latipinna","Y","","","","","Y","N","Y"
"Habitats Directive","Ferula orientalis","N","","","","","N","N","Y"
"Habitats Directive","Ferula sadleriana","Y","","","","","Y","N","Y"
"Habitats Directive","Festuca brigantina","Y","","","","","Y","N","N"
"Habitats Directive","Festuca duriotagana","Y","","","","","Y","N","N"
"Habitats Directive","Festuca elegans","Y","","","","","Y","N","N"
"Habitats Directive","Festuca henriquesii","Y","","","","","Y","N","N"
"Habitats Directive","Festuca summilusitana","Y","","","","","Y","N","N"
"Habitats Directive","Frangula azorica","Y","","","","","Y","N","Y"
"Habitats Directive","Fritillaria conica","N","","","","","Y","N","Y"
"Habitats Directive","Fritillaria drenovskii","N","","","","","Y","N","Y"
"Habitats Directive","Fritillaria epirotica","N","","","","","N","N","Y"
"Habitats Directive","Fritillaria euboeica","N","","","","","N","N","Y"
"Habitats Directive","Fritillaria graeca","N","","","","","N","N","Y"
"Habitats Directive","Fritillaria gussichiae","N","","","","","Y","N","Y"
"Habitats Directive","Fritillaria montana","N","","","","","N","N","Y"
"Habitats Directive","Fritillaria obliqua","N","","","","","Y","N","Y"
"Habitats Directive","Fritillaria rhodocanakis","N","","","","","Y","N","Y"
"Habitats Directive","Fritillaria tuntasia","N","","","","","N","N","Y"
"Habitats Directive","Frullania parvistipula","N","","","","","N","N","Y"
"Habitats Directive","Galanthus nivalis","N","","","","","N","Y","N"
"Habitats Directive","Galemys pyrenaicus","Y","","","","","Y","N","N"
"Habitats Directive","Galium cracoviense","Y","","","","","Y","N","Y"
"Habitats Directive","Galium globuliferum","N","","","","","N","N","Y"
"Habitats Directive","Galium litorale","Y","","","","","Y","N","Y"
"Habitats Directive","Galium moldavicum","Y","","","","","Y","N","Y"
"Habitats Directive","Galium rhodopeum","N","","","","","N","N","Y"
"Habitats Directive","Galium sudeticum","Y","","","","","Y","N","N"
"Habitats Directive","Galium viridiflorum","Y","","","","","Y","N","Y"
"Habitats Directive","Gallotia atlantica","N","","","","","Y","N","N"
