"DIRECTIVE","SPECIESNAME","ANNEXII","ANNEXII1","ANNEXII2","ANNEXIII1","ANNEXIII2","ANNEXIV","ANNEXV","SPBCAX1"
"Birds Directive","Prunella collaris","N","N","N","N","N","","",""
"Birds Directive","Prunella modularis","N","N","N","N","N","","",""
"Birds Directive","Prunella montanella","N","N","N","N","N","","",""
"Birds Directive","Prunella ocularis","N","N","N","N","N","","",""
"Birds Directive","Pterocles alchata","Y","N","N","N","N","","",""
"Birds Directive","Pterocles orientalis","Y","N","N","N","N","","",""
"Birds Directive","Pterodroma feae","Y","N","N","N","N","","",""
"Birds Directive","Pterodroma madeira","Y","N","N","N","N","","",""
"Birds Directive","Pterodroma mollis","N","N","N","N","N","","",""
"Birds Directive","Ptyonoprogne rupestris","N","N","N","N","N","","",""
"Birds Directive","Puffinus assimilis","Y","N","N","N","N","","",""
"Birds Directive","Puffinus assimilis baroli","N","N","N","N","N","","",""
"Birds Directive","Puffinus gravis","N","N","N","N","N","","",""
"Birds Directive","Puffinus griseus","N","N","N","N","N","","",""
"Birds Directive","Puffinus puffinus","N","N","N","N","N","","",""
"Birds Directive","Puffinus puffinus mauretanicus","Y","N","N","N","N","","",""
"Birds Directive","Puffinus yelkouan","Y","N","N","N","N","","",""
"Birds Directive","Pycnonotus barbatus","N","N","N","N","N","","",""
"Birds Directive","Pyrrhocorax graculus","N","N","N","N","N","","",""
"Birds Directive","Pyrrhocorax pyrrhocorax","Y","N","N","N","N","","",""
"Birds Directive","Pyrrhula murina","Y","N","N","N","N","","",""
"Birds Directive","Pyrrhula pyrrhula","N","N","N","N","N","","",""
"Birds Directive","Rallus aquaticus","N","N","Y","N","N","","",""
"Birds Directive","Recurvirostra avosetta","Y","N","N","N","N","","",""
"Birds Directive","Regulus ignicapillus","N","N","N","N","N","","",""
"Birds Directive","Regulus regulus","N","N","N","N","N","","",""
"Birds Directive","Regulus teneriffae","N","N","N","N","N","","",""
"Birds Directive","Remiz pendulinus","N","N","N","N","N","","",""
"Birds Directive","Rhodopechys githaginea","N","N","N","N","N","","",""
"Birds Directive","Riparia riparia","N","N","N","N","N","","",""
"Birds Directive","Rissa tridactyla","N","N","N","N","N","","",""
"Birds Directive","Saxicola dacotiae","Y","N","N","N","N","","",""
"Birds Directive","Saxicola rubetra","N","N","N","N","N","","",""
"Birds Directive","Saxicola torquata","N","N","N","N","N","","",""
"Birds Directive","Scolopax rusticola","N","Y","N","N","Y","","",""
"Birds Directive","Serinus canaria","N","N","N","N","N","","",""
"Birds Directive","Serinus citrinella","N","N","N","N","N","","",""
"Birds Directive","Serinus pusillus","N","N","N","N","N","","",""
"Birds Directive","Serinus serinus","N","N","N","N","N","","",""
"Birds Directive","Sitta europaea","N","N","N","N","N","","",""
"Birds Directive","Sitta krueperi","Y","N","N","N","N","","",""
"Birds Directive","Sitta neumayer","N","N","N","N","N","","",""
"Birds Directive","Sitta tephronota","N","N","N","N","N","","",""
"Birds Directive","Sitta whiteheadi","Y","N","N","N","N","","",""
"Birds Directive","Somateria mollissima","N","N","Y","N","Y","","",""
"Birds Directive","Somateria spectabilis","N","N","N","N","N","","",""
"Birds Directive","Stercorarius longicaudus","N","N","N","N","N","","",""
"Birds Directive","Stercorarius parasiticus","N","N","N","N","N","","",""
"Birds Directive","Stercorarius pomarinus","N","N","N","N","N","","",""
"Birds Directive","Stercorarius skua","N","N","N","N","N","","",""
"Birds Directive","Sterna albifrons","Y","N","N","N","N","","",""
"Birds Directive","Sterna bengalensis","N","N","N","N","N","","",""
"Birds Directive","Sterna caspia","Y","N","N","N","N","","",""
"Birds Directive","Sterna dougallii","Y","N","N","N","N","","",""
"Birds Directive","Sterna fuscata","N","N","N","N","N","","",""
"Birds Directive","Sterna hirundo","Y","N","N","N","N","","",""
"Birds Directive","Sterna paradisaea","Y","N","N","N","N","","",""
"Birds Directive","Sterna sandvicensis","Y","N","N","N","N","","",""
"Birds Directive","Streptopelia decaocto","N","N","Y","N","N","","",""
"Birds Directive","Streptopelia turtur","N","N","Y","N","N","","",""
"Birds Directive","Strix aluco","N","N","N","N","N","","",""
"Birds Directive","Strix nebulosa","Y","N","N","N","N","","",""
"Birds Directive","Strix uralensis","Y","N","N","N","N","","",""
"Birds Directive","Sturnus roseus","N","N","N","N","N","","",""
"Birds Directive","Sturnus unicolor","N","N","N","N","N","","",""
"Birds Directive","Sturnus vulgaris","N","N","Y","N","N","","",""
"Birds Directive","Sula bassana","N","N","N","N","N","","",""
"Birds Directive","Surnia ulula","Y","N","N","N","N","","",""
"Birds Directive","Sylvia atricapilla","N","N","N","N","N","","",""
"Birds Directive","Sylvia borin","N","N","N","N","N","","",""
"Birds Directive","Sylvia cantillans","N","N","N","N","N","","",""
"Birds Directive","Sylvia communis","N","N","N","N","N","","",""
"Birds Directive","Sylvia conspicillata","N","N","N","N","N","","",""
"Birds Directive","Sylvia curruca","N","N","N","N","N","","",""
"Birds Directive","Sylvia hortensis","N","N","N","N","N","","",""
"Birds Directive","Sylvia melanocephala","N","N","N","N","N","","",""
"Birds Directive","Sylvia melanothorax","Y","N","N","N","N","","",""
"Birds Directive","Sylvia nisoria","Y","N","N","N","N","","",""
"Birds Directive","Sylvia rueppelli","Y","N","N","N","N","","",""
"Birds Directive","Sylvia sarda","Y","N","N","N","N","","",""
"Birds Directive","Sylvia sarda balearica","N","N","N","N","N","","",""
"Birds Directive","Sylvia undata","Y","N","N","N","N","","",""
"Birds Directive","Syrmaticus reevesii","N","N","N","N","N","","",""
"Birds Directive","Tachybaptus ruficollis","N","N","N","N","N","","",""
"Birds Directive","Tadorna ferruginea","Y","N","N","N","N","","",""
"Birds Directive","Tadorna tadorna","N","N","N","N","N","","",""
"Birds Directive","Tarsiger cyanurus","N","N","N","N","N","","",""
"Birds Directive","Tetrao tetrix","N","N","Y","N","N","","",""
"Birds Directive","Tetrao tetrix britannicus","N","N","N","N","Y","","",""
"Birds Directive","Tetrao tetrix tetrix","Y","N","N","N","N","","",""
"Birds Directive","Tetrao urogallus","Y","N","Y","N","Y","","",""
"Birds Directive","Tetrao urogallus cantabricus","N","N","N","N","N","","",""
"Birds Directive","Tetrax tetrax","Y","N","N","N","N","","",""
"Birds Directive","Tichodroma muraria","N","N","N","N","N","","",""
"Birds Directive","Tringa cinerea","N","N","N","N","N","","",""
"Birds Directive","Tringa erythropus","N","N","Y","N","N","","",""
"Birds Directive","Tringa glareola","Y","N","N","N","N","","",""
"Birds Directive","Tringa nebularia","N","N","Y","N","N","","",""
"Birds Directive","Tringa ochropus","N","N","N","N","N","","",""
"Birds Directive","Tringa stagnatilis","N","N","N","N","N","","",""
"Birds Directive","Tringa totanus","N","N","Y","N","N","","",""
"Birds Directive","Troglodytes troglodytes","N","N","N","N","N","","",""
"Birds Directive","Troglodytes troglodytes fridariensis","Y","N","N","N","N","","",""
"Birds Directive","Turdus iliacus","N","N","Y","N","N","","",""
"Birds Directive","Turdus merula","N","N","Y","N","N","","",""
"Birds Directive","Turdus philomelos","N","N","Y","N","N","","",""
"Birds Directive","Turdus pilaris","N","N","Y","N","N","","",""
"Birds Directive","Turdus torquatus","N","N","N","N","N","","",""
"Birds Directive","Turdus viscivorus","N","N","Y","N","N","","",""
"Birds Directive","Turnix sylvatica","Y","N","N","N","N","","",""
"Birds Directive","Tyto alba","N","N","N","N","N","","",""
"Birds Directive","Upupa epops","N","N","N","N","N","","",""
"Birds Directive","Uria aalge","N","N","N","N","N","","",""
"Birds Directive","Uria aalge ibericus","Y","N","N","N","N","","",""
"Birds Directive","Vanellus vanellus","N","N","Y","N","N","","",""
"Birds Directive","Xenus cinereus","Y","N","N","N","N","","",""
"Habitats Directive","Abies nebrodensis","Y","","","","","Y","N","Y"
"Habitats Directive","Ablepharus bivittatus","N","","","","","N","N","N"
"Habitats Directive","Ablepharus kitaibelii","N","","","","","Y","N","N"
"Habitats Directive","Abramis ballerus","N","","","","","N","N","N"
"Habitats Directive","Abramis sapa","N","","","","","N","N","N"
"Habitats Directive","Abramis vimba","N","","","","","N","N","N"
"Habitats Directive","Acanthodactylus boskianus","N","","","","","N","N","N"
"Habitats Directive","Acanthodactylus erythrurus","N","","","","","N","N","N"
"Habitats Directive","Achillea glaberrima","N","","","","","N","N","Y"
"Habitats Directive","Achillea thracica","N","","","","","N","N","Y"
"Habitats Directive","Acipenser naccarii","Y","","","","","Y","N","N"
"Habitats Directive","Acipenser ruthenus","N","","","","","N","N","N"
"Habitats Directive","Acipenser stellatus","N","","","","","N","N","N"
"Habitats Directive","Acipenser sturio","Y","","","","","Y","N","N"
"Habitats Directive","Aconitum corsicum","Y","","","","","Y","N","Y"
"Habitats Directive","Aconitum firmum ssp. moravicum","Y","","","","","Y","N","N"
"Habitats Directive","Aconitum flerovii","N","","","","","N","N","Y"
"Habitats Directive","Aconitum lasiocarpum","N","","","","","N","N","Y"
"Habitats Directive","Adenocarpus ombriosus","N","","","","","N","N","Y"
"Habitats Directive","Adenophora lilifolia","Y","","","","","Y","N","N"
"Habitats Directive","Adonis cyllenea","N","","","","","N","N","Y"
"Habitats Directive","Adonis distorta","Y","","","","","Y","N","Y"
"Habitats Directive","Aeonium balsamiferum","N","","","","","N","N","Y"
"Habitats Directive","Aeonium gomeraense","Y","","","","","Y","N","Y"
"Habitats Directive","Aeonium saundersii","Y","","","","","Y","N","Y"
"Habitats Directive","Aeshna viridis","N","","","","","Y","N","N"
"Habitats Directive","Aethechinus algirus","N","","","","","Y","N","N"
"Habitats Directive","Agama stellio","N","","","","","N","N","N"
"Habitats Directive","Agathidium pulchellum","Y","","","","","N","N","N"
"Habitats Directive","Agkistrodon halys","N","","","","","N","N","N"
"Habitats Directive","Agriades glandon aquilo","Y","","","","","N","N","N"
"Habitats Directive","Agrimonia pilosa","Y","","","","","Y","N","N"
"Habitats Directive","Agrostis gracilaxa","N","","","","","N","N","Y"
"Habitats Directive","Aichryson dumosum","Y","","","","","Y","N","Y"
"Habitats Directive","Alburnoides bipunctatus","N","","","","","N","N","N"
"Habitats Directive","Alburnus albidus","Y","","","","","N","N","N"
"Habitats Directive","Alburnus vulturius","N","","","","","N","N","N"
"Habitats Directive","Alces alces","N","","","","","N","N","N"
"Habitats Directive","Aldrovanda vesiculosa","Y","","","","","Y","N","Y"
"Habitats Directive","Algyroides fitzingeri","N","","","","","Y","N","N"
"Habitats Directive","Algyroides marchi","N","","","","","Y","N","N"
"Habitats Directive","Algyroides moreoticus","N","","","","","Y","N","N"
"Habitats Directive","Algyroides nigropunctatus","N","","","","","Y","N","N"
"Habitats Directive","Alisma wahlenbergii","Y","","","","","Y","N","Y"
"Habitats Directive","Alkanna pinardii","N","","","","","N","N","Y"
"Habitats Directive","Allium grosii","Y","","","","","Y","N","Y"
"Habitats Directive","Allium regelianum","N","","","","","N","N","Y"
"Habitats Directive","Allium vuralii","N","","","","","N","N","Y"
"Habitats Directive","Alopex lagopus","Y","","","","","Y","N","N"
"Habitats Directive","Alosa agone","Y","","","","","N","Y","N"
"Habitats Directive","Alosa alosa","Y","","","","","N","Y","N"
"Habitats Directive","Alosa caspia normani","Y","","","","","N","Y","N"
"Habitats Directive","Alosa caspia vistonica","Y","","","","","N","Y","N"
"Habitats Directive","Alosa fallax","Y","","","","","N","Y","N"
"Habitats Directive","Alosa immaculata","Y","","","","","N","Y","N"
"Habitats Directive","Alosa macedonica","Y","","","","","N","Y","N"
"Habitats Directive","Alosa maeotica","Y","","","","","N","Y","N"
"Habitats Directive","Alosa pontica","Y","","","","","N","Y","N"
"Habitats Directive","Alosa tanaica","Y","","","","","N","Y","N"
"Habitats Directive","Alsophylax pipiens","N","","","","","N","N","N"
"Habitats Directive","Alyssum akamasicum","N","","","","","N","N","Y"
"Habitats Directive","Alyssum borzaeanum","N","","","","","N","N","Y"
"Habitats Directive","Alyssum pintodasilvae","N","","","","","N","Y","N"
"Habitats Directive","Alyssum pyrenaicum","Y","","","","","Y","N","Y"
"Habitats Directive","Alytes cisternasii","N","","","","","Y","N","N"
"Habitats Directive","Alytes muletensis","Y","","","","","Y","N","N"
"Habitats Directive","Alytes obstetricans","N","","","","","Y","N","N"
"Habitats Directive","Ammi trifoliatum","Y","","","","","Y","N","Y"
"Habitats Directive","Anacamptis urvilleana","Y","","","","","Y","N","N"
"Habitats Directive","Anacyclus latealatus","N","","","","","N","N","Y"
"Habitats Directive","Anaecypris hispanica","Y","","","","","Y","N","N"
"Habitats Directive","Anagyris latifolia","Y","","","","","Y","N","Y"
"Habitats Directive","Anarrhinum longipedicelatum","N","","","","","N","Y","N"
"Habitats Directive","Anchusa crispa","Y","","","","","Y","N","Y"
"Habitats Directive","Androcymbium europeum","N","","","","","Y","N","Y"
"Habitats Directive","Androcymbium psammophilum","Y","","","","","Y","N","Y"
"Habitats Directive","Androcymbium rechingeri","Y","","","","","Y","N","Y"
"Habitats Directive","Androsace cylindrica","N","","","","","Y","N","Y"
"Habitats Directive","Androsace mathildae","Y","","","","","Y","N","Y"
"Habitats Directive","Androsace pyrenaica","Y","","","","","Y","N","Y"
"Habitats Directive","Andryala crithmifolia","Y","","","","","Y","N","Y"
"Habitats Directive","Andryala levitomentosa","N","","","","","N","N","Y"
"Habitats Directive","Anemone uralensis","N","","","","","N","N","Y"
"Habitats Directive","Angelica heterocarpa","Y","","","","","Y","N","Y"
"Habitats Directive","Angelica palustris","Y","","","","","Y","N","Y"
"Habitats Directive","Anguilla anguilla","N","","","","","N","N","N"
"Habitats Directive","Anguis fragilis","N","","","","","N","N","N"
"Habitats Directive","Anisus vorticulus","Y","","","","","Y","N","N"
"Habitats Directive","Anthemis glaberrima","Y","","","","","Y","N","Y"
"Habitats Directive","Anthemis halophila","N","","","","","N","N","Y"
"Habitats Directive","Anthemis trotzkiana","N","","","","","N","N","Y"
"Habitats Directive","Anthrenochernes stellae","Y","","","","","N","N","N"
"Habitats Directive","Anthyllis hystrix","Y","","","","","Y","N","Y"
"Habitats Directive","Anthyllis lemanniana","Y","","","","","Y","N","Y"
"Habitats Directive","Anthyllis lusitanica","N","","","","","N","Y","N"
"Habitats Directive","Antipathes sp. plur.","N","","","","","N","N","N"
"Habitats Directive","Antirrhinum charidemi","Y","","","","","Y","N","Y"
"Habitats Directive","Antirrhinum lopesianum","N","","","","","Y","N","N"
"Habitats Directive","Apatura metis","N","","","","","Y","N","N"
"Habitats Directive","Aphanius fasciatus","Y","","","","","N","N","N"
"Habitats Directive","Aphanius iberus","Y","","","","","N","N","N"
"Habitats Directive","Apium bermejoi","Y","","","","","Y","N","Y"
"Habitats Directive","Apium repens","Y","","","","","Y","N","Y"
"Habitats Directive","Aplysina cavernicola","N","","","","","N","N","N"
"Habitats Directive","Aplysina sp.","N","","","","","N","N","N"
"Habitats Directive","Apteromantis aptera","Y","","","","","Y","N","N"
"Habitats Directive","Aquilegia alpina","N","","","","","Y","N","N"
"Habitats Directive","Aquilegia bertolonii","Y","","","","","Y","N","Y"
"Habitats Directive","Aquilegia kitaibelii","Y","","","","","Y","N","Y"
"Habitats Directive","Aquilegia ottonis ssp. taygetea","N","","","","","N","N","Y"
"Habitats Directive","Aquilegia pyrenaica ssp. cazorlensis","Y","","","","","Y","N","Y"
"Habitats Directive","Arabis kennedyae","Y","","","","","Y","N","Y"
"Habitats Directive","Arabis sadina","Y","","","","","Y","N","N"
"Habitats Directive","Arabis scopoliana","Y","","","","","Y","N","N"
"Habitats Directive","Aradus angularis","Y","","","","","N","N","N"
"Habitats Directive","Arceuthobium azoricum","Y","","","","","Y","Y","N"
"Habitats Directive","Arctagrostis latifolia","Y","","","","","Y","N","N"
"Habitats Directive","Arctophila fulva","Y","","","","","Y","N","N"
"Habitats Directive","Arenaria ciliata ssp. pseudofrigida","Y","","","","","Y","N","N"
"Habitats Directive","Arenaria humifusa","Y","","","","","Y","N","N"
"Habitats Directive","Arenaria nevadensis","Y","","","","","Y","N","Y"
"Habitats Directive","Arenaria provincialis","Y","","","","","Y","N","Y"
"Habitats Directive","Argyranthemum lidii","Y","","","","","Y","N","Y"
"Habitats Directive","Argyranthemum pinnatifidum ssp. succulentum","N","","","","","Y","N","Y"
"Habitats Directive","Argyranthemum thalassophylum","Y","","","","","Y","N","N"
"Habitats Directive","Argyranthemum winterii","Y","","","","","Y","N","Y"
"Habitats Directive","Aristolochia samsunensis","N","","","","","N","N","Y"
"Habitats Directive","Armadillidium ghardalamensis","Y","","","","","Y","N","N"
"Habitats Directive","Armeria berlengensis","Y","","","","","Y","N","N"
"Habitats Directive","Armeria helodes","Y","","","","","Y","N","N"
"Habitats Directive","Armeria neglecta","Y","","","","","Y","N","N"
"Habitats Directive","Armeria pseudarmeria","Y","","","","","Y","N","Y"
"Habitats Directive","Armeria rouyana","Y","","","","","Y","N","Y"
"Habitats Directive","Armeria sampaioi","N","","","","","N","Y","N"
"Habitats Directive","Armeria soleirolii","Y","","","","","Y","N","Y"
"Habitats Directive","Armeria velutina","Y","","","","","Y","N","Y"
"Habitats Directive","Armoracia macrocarpa","N","","","","","N","N","Y"
"Habitats Directive","Arnica montana","N","","","","","N","Y","N"
"Habitats Directive","Artemisia campestris ssp. bottnica","Y","","","","","Y","N","N"
"Habitats Directive","Artemisia eriantha","N","","","","","N","Y","N"
"Habitats Directive","Artemisia genipi","N","","","","","N","Y","N"
"Habitats Directive","Artemisia granatensis","Y","","","","","Y","N","Y"
"Habitats Directive","Artemisia insipida","N","","","","","N","N","Y"
"Habitats Directive","Artemisia laciniata","Y","","","","","Y","N","N"
"Habitats Directive","Artemisia oelandica","Y","","","","","Y","N","N"
"Habitats Directive","Artemisia pancicii","Y","","","","","Y","N","Y"
"Habitats Directive","Arum purpureospathum","N","","","","","N","N","Y"
"Habitats Directive","Arytrura musculus","Y","","","","","Y","N","N"
"Habitats Directive","Asaccus elisae","N","","","","","N","N","N"
"Habitats Directive","Asbestopluma hypogea","N","","","","","N","N","N"
"Habitats Directive","Asparagus lycaonicus","N","","","","","N","N","Y"
"Habitats Directive","Asphodelus bento-rainhae","Y","","","","","Y","N","Y"
"Habitats Directive","Aspius aspius","Y","","","","","N","N","N"
"Habitats Directive","Asplenium adulterinum","Y","","","","","Y","N","N"
"Habitats Directive","Asplenium azoricum","N","","","","","N","N","Y"
"Habitats Directive","Asplenium hemionitis","N","","","","","Y","N","Y"
"Habitats Directive","Asplenium jahandiezii","Y","","","","","Y","N","Y"
"Habitats Directive","Astacus astacus","N","","","","","N","Y","N"
"Habitats Directive","Aster pyrenaeus","Y","","","","","Y","N","Y"
"Habitats Directive","Aster sibiricus","N","","","","","N","N","Y"
"Habitats Directive","Aster sorrentinii","Y","","","","","Y","N","N"
"Habitats Directive","Asterina pancerii","N","","","","","N","N","N"
"Habitats Directive","Astragalus aitosensis","N","","","","","N","N","Y"
"Habitats Directive","Astragalus algarbiensis","Y","","","","","Y","N","Y"
"Habitats Directive","Astragalus aquilanus","Y","","","","","Y","N","Y"
"Habitats Directive","Astragalus centralpinus","Y","","","","","Y","N","Y"
"Habitats Directive","Astragalus kungurensis","N","","","","","N","N","Y"
"Habitats Directive","Astragalus macrocarpus ssp. lefkarensis","Y","","","","","Y","N","Y"
"Habitats Directive","Astragalus maritimus","Y","","","","","Y","N","Y"
"Habitats Directive","Astragalus peterfii","Y","","","","","Y","N","Y"
"Habitats Directive","Astragalus physocalyx","N","","","","","N","N","Y"
"Habitats Directive","Astragalus psedopurpureus","N","","","","","N","N","Y"
"Habitats Directive","Astragalus setosulus","N","","","","","N","N","Y"
"Habitats Directive","Astragalus tanaiticus","N","","","","","N","N","Y"
"Habitats Directive","Astragalus tremolsianus","Y","","","","","Y","N","Y"
"Habitats Directive","Astragalus verrucosus","Y","","","","","Y","N","Y"
"Habitats Directive","Astroides calycularis","N","","","","","N","N","N"
"Habitats Directive","Asyneuma giganteum","Y","","","","","Y","N","Y"
"Habitats Directive","Atelerix algirus","N","","","","","N","N","N"
"Habitats Directive","Athamanta cortiana","Y","","","","","Y","N","Y"
"Habitats Directive","Atractylis arbuscula","Y","","","","","Y","N","Y"
"Habitats Directive","Atractylis preauxiana","Y","","","","","Y","N","Y"
"Habitats Directive","Atractylocarpus alpinus","N","","","","","N","N","Y"
"Habitats Directive","Atropa baetica","Y","","","","","Y","N","Y"
"Habitats Directive","Aulurifide europeo","N","","","","","N","N","N"
"Habitats Directive","Aurinia uechtritziana","N","","","","","N","N","Y"
"Habitats Directive","Austropotamobius pallipes","Y","","","","","N","Y","N"
"Habitats Directive","Austropotamobius torrentium","Y","","","","","N","Y","N"
"Habitats Directive","Avenula hackelii","Y","","","","","Y","N","Y"
"Habitats Directive","Axinella cannabina","N","","","","","N","N","N"
"Habitats Directive","Axinella polypoides","N","","","","","N","N","N"
"Habitats Directive","Azorina vidalii","Y","","","","","Y","N","Y"
"Habitats Directive","Baetica ustulata","Y","","","","","Y","N","N"
"Habitats Directive","Balaena mysticetus","N","","","","","Y","N","N"
"Habitats Directive","Balaenoptera acutorostrata","N","","","","","Y","N","N"
"Habitats Directive","Balaenoptera borealis","N","","","","","Y","N","N"
"Habitats Directive","Balaenoptera edeni","N","","","","","Y","N","N"
"Habitats Directive","Balaenoptera physalus","N","","","","","Y","N","N"
"Habitats Directive","Barbastella barbastellus","Y","","","","","Y","N","N"
"Habitats Directive","Barbus bocagei","N","","","","","N","N","N"
"Habitats Directive","Barbus capito","N","","","","","N","Y","N"
"Habitats Directive","Barbus comiza","Y","","","","","N","Y","N"
"Habitats Directive","Barbus meridionalis","Y","","","","","N","Y","N"
"Habitats Directive","Barbus microcephalus","N","","","","","N","N","N"
"Habitats Directive","Barbus peloponensis","N","","","","","N","N","N"
"Habitats Directive","Barbus plebejus","Y","","","","","N","Y","N"
"Habitats Directive","Barbus sclateri","N","","","","","N","N","N"
"Habitats Directive","Barbus steindachneri","N","","","","","N","N","N"
"Habitats Directive","Barlia metlesicsiaca","N","","","","","N","N","Y"
"Habitats Directive","Bassia saxicola","Y","","","","","Y","N","N"
"Habitats Directive","Bellevalia hackelii","N","","","","","Y","N","N"
"Habitats Directive","Bellis azorica","N","","","","","N","N","Y"
"Habitats Directive","Bencomia brachystachya","Y","","","","","Y","N","Y"
"Habitats Directive","Bencomia exstipulata","N","","","","","N","N","Y"
"Habitats Directive","Bencomia sphaerocarpa","Y","","","","","Y","N","Y"
"Habitats Directive","Berberis maderensis","N","","","","","Y","N","Y"
"Habitats Directive","Beta adanensis","N","","","","","N","N","Y"
"Habitats Directive","Beta patula","Y","","","","","Y","N","N"
"Habitats Directive","Beta trojana","N","","","","","N","N","Y"
"Habitats Directive","Biscutella neustriaca","Y","","","","","Y","N","Y"
"Habitats Directive","Biscutella vincentina","Y","","","","","Y","N","N"
"Habitats Directive","Bison bonasus","Y","","","","","Y","N","N"
"Habitats Directive","Blanus cinereus","N","","","","","N","N","N"
"Habitats Directive","Blanus strauchi","N","","","","","N","N","N"
"Habitats Directive","Blennius fluviatilis","N","","","","","N","N","N"
"Habitats Directive","Bolbelasmus unicornis","Y","","","","","Y","N","N"
"Habitats Directive","Boleum asperum","Y","","","","","Y","N","Y"
"Habitats Directive","Bombina bombina","Y","","","","","Y","N","N"
"Habitats Directive","Bombina variegata","Y","","","","","Y","N","N"
"Habitats Directive","Borderea chouardii","Y","","","","","Y","N","Y"
"Habitats Directive","Boros schneideri","Y","","","","","N","N","N"
"Habitats Directive","Botrychium matricariifolium","N","","","","","N","N","Y"
"Habitats Directive","Botrychium multifidum","N","","","","","N","N","Y"
"Habitats Directive","Botrychium simplex","Y","","","","","Y","N","Y"
"Habitats Directive","Brachythemis fuscopalliata","N","","","","","N","N","N"
"Habitats Directive","Brachytrupes megacephalus","Y","","","","","Y","N","N"
"Habitats Directive","Brassica glabrescens","Y","","","","","Y","N","Y"
"Habitats Directive","Brassica hilarionis","Y","","","","","Y","N","Y"
"Habitats Directive","Brassica insularis","Y","","","","","Y","N","Y"
"Habitats Directive","Brassica macrocarpa","Y","","","","","Y","N","Y"
"Habitats Directive","Brassica sylvestris","N","","","","","N","N","Y"
"Habitats Directive","Braya linearis","Y","","","","","Y","N","N"
"Habitats Directive","Braya purpurasceus","N","","","","","N","N","Y"
"Habitats Directive","Bromus bromoideus","N","","","","","N","N","Y"
"Habitats Directive","Bromus grossus","Y","","","","","Y","N","Y"
"Habitats Directive","Bromus interruptus","N","","","","","N","N","Y"
"Habitats Directive","Bromus moesiacus","N","","","","","N","N","Y"
"Habitats Directive","Bromus psammophilus","N","","","","","N","N","Y"
"Habitats Directive","Bruchia vogesiaca","Y","","","","","N","N","Y"
"Habitats Directive","Bryhnia novae-angliae","Y","","","","","N","N","N"
"Habitats Directive","Bryoerythrophyllum campylocarpum","Y","","","","","N","N","Y"
"Habitats Directive","Bufo bufo","N","","","","","N","N","N"
"Habitats Directive","Bufo calamita","N","","","","","Y","N","N"
"Habitats Directive","Bufo viridis","N","","","","","Y","N","N"
"Habitats Directive","Bunium brevifolium","N","","","","","Y","N","Y"
"Habitats Directive","Bupleurum capillare","Y","","","","","Y","N","Y"
"Habitats Directive","Bupleurum dianthifolium","N","","","","","N","N","Y"
"Habitats Directive","Bupleurum handiense","Y","","","","","Y","N","Y"
"Habitats Directive","Bupleurum kakiskalae","Y","","","","","Y","N","Y"
"Habitats Directive","Buprestis splendens","Y","","","","","Y","N","N"
"Habitats Directive","Buxbaumia viridis","Y","","","","","N","N","Y"
"Habitats Directive","Calamagrostis chalybaea","Y","","","","","Y","N","N"
"Habitats Directive","Caldesia parnassifolia","Y","","","","","Y","N","Y"
"Habitats Directive","Calendula maderensis","Y","","","","","Y","N","Y"
"Habitats Directive","Callimorpha quadripunctaria","Y","","","","","N","N","N"
"Habitats Directive","Calopteryx syriaca","N","","","","","N","N","N"
"Habitats Directive","Calypso bulbosa","Y","","","","","Y","N","N"
"Habitats Directive","Campanula abietina","N","","","","","N","N","Y"
"Habitats Directive","Campanula bohemica","Y","","","","","Y","N","N"
"Habitats Directive","Campanula damboldtiana","N","","","","","N","N","Y"
"Habitats Directive","Campanula gelida","Y","","","","","Y","N","Y"
"Habitats Directive","Campanula lanata","N","","","","","N","N","Y"
"Habitats Directive","Campanula lycica","N","","","","","N","N","Y"
"Habitats Directive","Campanula morettiana","N","","","","","Y","N","Y"
"Habitats Directive","Campanula romanica","Y","","","","","Y","N","Y"
"Habitats Directive","Campanula sabatia","Y","","","","","Y","N","Y"
"Habitats Directive","Campanula serrata","Y","","","","","Y","N","N"
"Habitats Directive","Campanula zoysii","Y","","","","","Y","N","N"
"Habitats Directive","Canis aureus","N","","","","","N","Y","N"
"Habitats Directive","Canis lupus","Y","","","","","Y","Y","N"
"Habitats Directive","Capra aegagrus","Y","","","","","Y","N","N"
"Habitats Directive","Capra ibex","N","","","","","N","Y","N"
"Habitats Directive","Capra pyrenaica","N","","","","","N","Y","N"
"Habitats Directive","Capra pyrenaica pyrenaica","Y","","","","","Y","N","N"
"Habitats Directive","Capreolus capreolus","N","","","","","N","N","N"
"Habitats Directive","Carabus hampei","Y","","","","","Y","N","N"
"Habitats Directive","Carabus hungaricus","Y","","","","","Y","N","N"
"Habitats Directive","Carabus menetriesi pacholei","Y","","","","","N","N","N"
"Habitats Directive","Carabus olympiae","Y","","","","","Y","N","N"
"Habitats Directive","Carabus variolosus","Y","","","","","Y","N","N"
"Habitats Directive","Carabus zawadszkii","Y","","","","","Y","N","N"
"Habitats Directive","Caracal caracal","N","","","","","N","N","N"
"Habitats Directive","Caralluma burchardii","Y","","","","","Y","N","Y"
"Habitats Directive","Carcharodon carcharias","N","","","","","N","N","N"
"Habitats Directive","Carduus myriacanthus","Y","","","","","Y","N","Y"
"Habitats Directive","Caretta caretta","Y","","","","","Y","N","N"
"Habitats Directive","Carex holostoma","Y","","","","","Y","N","N"
